"sbd","van","ngoaingu","toan"
30005,7.5,8.25,7.25
30006,6.25,7.25,5.25
30007,7.25,8.25,7.75
30008,6.5,4.25,3.75
30009,6,2.25,5
30010,4.75,3.75,3.5
30011,5.75,5,4.25
30012,6.25,4,5
30013,5.75,4,1.5
30014,6.25,3.25,3.5
30015,7.5,6,5.5
30016,6.5,4.25,4.75
30017,8,9,6.75
30018,6.5,3.25,4.75
30019,7,6.25,4
30020,6.25,5.25,4.25
30021,6,4.75,4.75
30022,7,6.75,4.75
30023,6.25,4.5,3
30024,8.75,8,7
30025,8,4.25,3
30026,7,4.5,5
30027,8.25,9.25,5.25
30028,7,7,5.75
30030,8.25,9.75,7.25
30031,4,5.25,4
30032,7.25,8.5,7
30033,7.75,9.75,5
30034,6.25,4.5,3.75
30035,6.5,5.5,5
30036,3.75,8.25,5
30037,6.75,8.75,5.5
30038,6.5,6.25,6
30039,7.75,7.75,6.5
30040,6.25,9,3.75
30041,5.75,4.75,4
30042,7,7.75,5
30043,7.75,8,7.5
30044,5.5,4.25,4.75
30045,7.25,3.25,3.5
30046,7.5,4,4.5
30047,7.75,6,6
30048,7.75,6.5,6.75
30049,7.5,8.75,5
30050,7.25,7.25,5.5
30051,8.25,7.5,6.75
30052,7.75,5.5,6.25
30054,7,2,3
30055,5.5,3.5,3.25
30056,7,4,4.5
30057,6,2.5,3
30058,7.75,9,7
30059,6.75,5,5.5
30060,7.5,8.25,7.25
30061,6.75,6,2.75
30062,6.5,3.75,3.75
30063,6.25,5,3.75
30064,7.75,8.5,7.25
30065,7,7,3.5
30067,7,8.5,5
30068,7,5.75,5.25
30069,6.5,7.75,7
30070,5.75,4.75,3
30071,8,7.25,5.5
30072,7.5,6.5,2.25
30073,6.25,6.25,4.5
30074,6,4.25,5
30075,7,5.75,4.25
30076,7,3.25,5.5
30077,7,6.75,5.75
30078,7.25,5.5,5.75
30079,7.75,5.25,5.5
30080,6.75,7,5
30081,6.75,3,2.75
30082,7.25,6.25,6.25
30083,5.5,3,5
30084,6.5,5.75,3.75
30085,6.75,4.75,3.5
30086,6.75,5.5,4.5
30087,6.25,6.75,3.5
30088,7,8.25,6
30090,5.75,4.75,3.25
30091,6.75,6.75,4
30092,6.25,4.5,5
30093,7,7,5
30094,6.75,7.25,5
30095,7,5.25,5
30096,8,8.75,5
30097,7.25,5.5,4.25
30098,7.25,9.25,7.25
30099,7.25,5.5,4.75
30100,6.25,3.5,5
30101,6.75,6,5.5
30102,7,6.25,4.5
30103,8,6.25,5
30104,7.25,3.75,5
30105,7,7.5,6
30106,6.25,3.25,4
30107,6,5.5,4.5
30108,5.75,1.25,4
30109,5.75,3.5,3.25
30110,6.5,5.75,5
30111,7,6.25,3.25
30112,7.75,8.25,5.25
30114,7.5,7.25,6.5
30115,6.5,6.5,5.5
30116,6.5,2,3.75
30117,5.75,4.25,4.25
30118,8,6.75,7
30119,7.5,5,4.25
30120,7,5.75,3.5
30121,7.5,9,4.75
30122,8.25,8.25,5.75
30123,5.75,7,5
30124,7.25,7.25,5.25
30125,7.5,6.25,3.75
30126,8.5,6.5,6.5
30127,7.25,5.5,5
30128,8,9.5,6.25
30129,6.5,9.5,6
30130,6.75,4.25,2.75
30131,6.75,8.25,6
30132,7.75,9,8
30133,6.25,5.75,5.25
30134,7,9.25,5.5
30135,5.25,4.75,5
30136,8.25,8.5,6.25
30137,8.5,6.75,6.5
30138,7.25,6,7.25
30140,6.25,6.75,6.5
30141,6,5.25,3
30142,6,4.75,4.25
30143,5.25,4.5,3.75
30144,6.75,6.75,6.25
30145,5.25,8.75,5
30146,6,4.75,3
30147,6.5,6.25,3.25
30148,5.5,6,4
30149,5,5.25,2.75
30150,6.25,8.25,5.5
30151,6.5,3.25,4.5
30152,6.5,5.75,7.25
30153,6,6.5,7.25
30154,6.25,7.5,5.75
30155,4.5,5.75,4
30157,8.25,9.75,7.25
30158,3,7.5,2.5
30159,7.5,8.5,6
30160,7.25,8.5,7
30161,8,8.5,7.75
30162,6.25,6.5,5
30163,7.25,5.5,4.5
30164,6.75,5.25,4
30165,5.75,3,3.25
30166,6.5,6,5.25
30167,8.25,5.25,5
30168,7,4.75,5.75
30169,7,4.75,5.25
30170,6.25,3.25,2.75
30171,7,4.25,3.25
30172,7.5,7.75,6
30173,7.75,3.5,4.5
30174,8.25,8.75,6.75
30175,6.5,7.25,4
30176,7,3.25,4.25
30177,8,9,8.25
30178,6.5,8.25,6.5
30179,6.75,8.5,7.75
30180,5.75,9,7.75
30181,6.5,7,5
30182,4.25,5.25,5
30183,5.75,6.75,3.75
30184,4,7.5,4.25
30185,5.75,5.75,3.25
30186,4.75,5.5,2.75
30187,5.25,2.5,5.25
30188,7.5,8.75,6.5
30189,8,9.5,5.5
30190,6.5,7.5,6.25
30191,7.5,7.75,6
30192,7,7.5,7.25
30193,7,7.25,5.25
30194,5.75,3.25,4.75
30195,7.25,4.75,6
30197,6,7.25,2.5
30198,7.25,9,5.5
30199,7,8.5,7.75
30200,5,4.25,3.25
30201,6.25,5.5,5
30202,7,8.5,7.75
30203,7.75,8.5,7.5
30204,7.75,9.25,5.75
30205,7.75,10,8.5
30206,8,9,7
30207,6,9.25,6.5
30208,6.75,6.5,4.5
30209,6.25,5.75,5
30210,8,10,7.5
30211,5.75,7,6
30212,7.25,7.25,7.75
30213,8.5,9.25,7.25
30214,8.25,8.75,8
30215,6.5,5.75,5
30216,7.25,9.5,8
30217,6.75,2.75,4.5
30218,8,8.75,4.25
30219,6.5,3,4
30220,7.75,9.25,5.5
30221,7.25,6.75,6.5
30222,6,6.5,7
30223,6,3.75,6.5
30224,5.75,4.25,4.5
30225,6.5,6.25,6
30226,5.5,6.25,3.5
30227,7.75,9,7.25
30228,7,9.5,4.25
30229,7.5,8.5,7
30230,6.25,4.75,2.25
30231,7,7.75,8
30232,7.75,8.75,7
30233,7,9,6
30234,6.5,6.5,7
30235,6,9.25,2.25
30236,5,5.5,7
30237,6.75,6.75,5
30238,7,5,4.25
30239,6.5,3,4
30240,6,3.75,4
30241,8,9,6
30242,6.75,8.5,6.25
30243,7,7.25,4.5
30244,6,6,7
30245,7.25,7.75,6
30246,6,3,2
30247,6.25,9.75,7
30249,7.25,8.5,6
30250,6.25,7.75,6
30251,6.5,8,4.5
30252,5.75,5.5,5.25
30253,5.25,2.75,3
30254,6.25,4,0.75
30255,7,7.5,7.5
30256,5,5.75,3.75
30257,6.5,8.75,7
30258,8,8.75,8.25
30259,6,4.25,5.5
30260,7.25,5,8
30262,6.25,5.75,3.75
30263,4.25,6,3
30264,4,3.5,5
30265,6.75,9.25,7.5
30266,6.5,6,6.75
30267,6.75,9.5,6.5
30268,4.5,4.25,3.5
30269,6,1.75,6
30270,6.75,7.75,6.25
30271,4.75,2.25,4.5
30272,6,8.75,6.25
30273,5.25,10,7
30274,5.25,7.75,6.75
30275,4.75,8.25,5
30276,3.75,5.5,3.5
30277,8,9,6.25
30278,6.5,6.75,5.5
30279,5.5,7.75,6.25
30280,5.5,3,5.75
30281,2.5,5.75,2.75
30282,7.25,8,6.5
30283,5.5,6.75,3.75
30284,6.5,5,3
30285,6.5,5.25,6
30286,6.75,7.25,4.25
30287,8,7.75,5
30288,7.75,8.25,6.75
30289,8,6.75,8
30290,6.5,5.5,5
30291,5.25,4.25,4.25
30292,8.5,6.5,7
30293,8,3.75,4
30295,6.5,5.75,5
30296,5.75,2.75,4
30297,8,8.25,5
30298,8.25,9.25,5
30299,7.5,4,5.75
30300,7.5,6.25,5.5
30301,5.5,9.25,5
30302,7,4.5,4.5
30303,5.75,4.5,6.5
30304,5.75,3.5,4.25
30305,5.75,6.75,5.75
30306,6.75,7.75,6.5
30307,7,8.75,5
30308,5.75,5.75,4.5
30309,6.75,9.25,6
30310,7.5,8,6
30311,7.25,6.5,4.5
30312,6,6.5,2.75
30313,7.5,9.5,6
30314,6.5,8.25,7
30315,7,8.75,6.5
30317,6.75,5.5,5
30318,6.25,9.25,6.25
30319,7.5,7.25,7
30320,6.25,5.75,5.25
30321,7,5.5,6.5
30322,7.5,9.25,5.5
30323,6.75,5,5.5
30324,7,2,5
30325,7,7.25,5
30326,6.25,9,5.25
30327,7.5,8.25,6.75
30328,7.75,9.75,7.5
30329,6.25,2.25,3.25
30330,5.25,9.25,6
30331,7,6.5,6
30332,7,7.25,5
30333,7.5,5.25,4.5
30334,6.75,8.75,6.75
30336,5.5,8.25,4.75
30337,6.75,6,4.5
30338,6,9.5,7.25
30339,6.25,8.25,6.5
30340,6.5,6.75,7.5
30342,6.5,7,4
30343,6.25,7.25,4.25
30344,8.25,9.75,7.75
30345,6.5,4,4.5
30346,6,7.5,4.5
30347,7.75,7.25,6.5
30348,6.5,4.25,6
30349,8,8.5,5.75
30350,7.25,6.25,5.25
30351,8,8.25,5.5
30352,7.25,9.5,4.75
30353,4.75,5.25,3
30354,6.75,4.25,4
30355,7,7.5,7.75
30356,7.25,6,7.25
30357,7.75,8.25,8
30358,6.75,6.5,6
30359,5.25,2,4.5
30360,6.25,4.5,2
30361,5.75,4.5,4.5
30362,8,9.25,5.5
30363,6.5,3,4
30364,7.5,8.5,3.75
30365,8,6.5,6.75
30366,7.5,5.5,4.75
30367,8.5,6.75,5.5
30368,8.5,6.25,6.25
30369,8,7.5,5.25
30370,7.75,7,6.5
30371,7.75,8,6.75
30372,7.75,7,6.75
30373,7.25,8.75,6.25
30374,7,7.5,4.25
30375,7.75,9.5,7.25
30376,7.5,9.25,7
30377,7,8.75,8
30378,5.75,5.5,2
30379,7.5,6.25,7
30380,7.5,6.75,6.5
30381,7.5,9,6.75
30382,6.5,5.5,4
30383,7.75,8.75,6.75
30384,6,7.25,7.5
30385,6.25,3.5,3.25
30387,7,6.25,6.75
30388,5.75,2.75,3
30389,6,7.5,4.75
30390,6.5,3.25,2.25
30391,7.25,7.5,6
30392,7,3.75,5
30393,8,9.5,7.25
30394,7.25,9.25,7.75
30395,5.25,6.5,5.5
30396,6.75,7,4.25
30397,6.75,4.25,6
30398,7,9,5.5
30399,6.75,3.5,1.5
30400,5.5,4.25,5.5
30401,6.75,4.25,4
30402,7,2.75,5.75
30403,6,8.25,4.5
30404,5,8,7.25
30405,7.75,8.5,5.5
30406,6.25,7.25,4.25
30407,5.75,2.75,5
30408,6.25,7.75,5.5
30409,7,8.5,7.25
30410,7.25,8.5,2.75
30411,7,6.5,4
30412,7.25,9.5,8
30413,5.5,4.5,3.75
30414,7.5,8.25,5
30415,7,9.75,5.5
30416,5.75,5,2
30417,6.25,8.25,5
30418,5.75,6.75,7.25
30419,6.25,5.5,3.5
30420,5.5,2.5,4
30421,6.5,9,3.75
30422,6.75,9,7
30423,7.25,8.5,7.5
30424,7.25,5.5,4.5
30425,6.75,6.75,5.5
30426,6.5,4,3.75
30427,6.5,8.75,6
30428,5.75,5.5,4
30429,7.5,8,4.25
30430,6.75,8.5,7.25
30431,7.25,9,8.75
30432,7,9.25,3.5
30433,6,8.75,6.75
30434,7.25,8.75,4.75
30435,7.25,6.5,2.5
30436,6.25,3.5,2.25
30437,7.25,7.75,5
30438,8.25,9.25,6
30439,3.75,5.25,4.25
30440,6,3.25,5
30441,6.5,4.75,5
30443,6.75,6.25,5.5
30444,6.25,5.25,3.5
30445,6,2.75,3.25
30446,7,8.75,7.5
30447,6.75,5.25,5.5
30448,5.5,4,3
30449,7.75,8.75,6.5
30450,7.25,9.25,5.75
30451,5.75,5.75,3
30452,7,8.75,6
30453,7,9.5,7
30454,5.75,6.25,2.75
30455,4.5,3,3.75
30456,6.75,6.75,5.75
30457,6.25,5,4.75
30458,7,8,6.75
30459,5.5,3.5,3
30460,6.75,7.5,6.75
30461,5.75,5.75,4.75
30462,6.75,6.5,4.25
30463,7.25,8.5,6.5
30464,7,5.5,5.5
30465,7,6.25,4.75
30466,7,7.75,8
30467,6.75,1.5,4.5
30468,6,5.5,6.5
30469,4.75,7.25,1.5
30470,6.75,9.5,5.75
30471,5.5,4.5,2.75
30472,6.25,4.5,3
30473,5.75,7,5.5
30474,6.5,9,6
30475,6.75,9.5,6.5
30476,6.75,7.25,4.5
30477,6.5,7.25,5.25
30479,7,8.75,5.5
30480,6.5,2,2.75
30481,7,6.5,5.5
30482,5.75,3.5,4.25
30483,6,4.25,4.25
30484,6,7.5,5.75
30485,6.25,4.25,3.25
30487,6.25,8,6.5
30488,6.5,4.75,4.5
30489,6.25,8.75,6
30490,6.75,9,5
30491,6.5,9.5,7.25
30492,5.5,2.75,2.75
30493,6.25,9.5,6
30494,5.25,2.25,4
30495,5.75,2,3.25
30496,5.75,3.25,3
30497,6.25,6.75,7
30498,6.5,6,4.75
30499,7,9,6.75
30500,5.75,7.5,4
30501,6.75,7.5,6.5
30502,7.5,5.5,7.25
30503,6.5,7,4.5
30504,6.5,9.25,4
30505,6,6,4.75
30506,7.5,6.5,1.75
30507,5.75,6.25,6.75
30508,5,4.25,2
30509,7.25,6.25,3.75
30510,6.25,6,3.75
30511,7.5,8,4.25
30512,6.75,2.5,3.25
30513,5.75,3.5,4.25
30514,6.5,7,7.25
30515,6.25,7.75,4.5
30516,7,4.5,3.75
30517,7.25,9,4.5
30518,5.5,5.75,5
30519,3.25,5.5,4.75
30520,8.25,9.25,6.75
30521,5.75,6,1.75
30522,6.5,5.25,3.5
30523,6.5,8.75,7.5
30524,7.25,3.75,6
30525,6.75,5.75,6
30526,6,4.75,4.25
30527,6,1.75,4.75
30529,6.25,7,3
30530,6.5,3.5,5.25
30531,7.5,6.75,7.25
30532,6.5,3.5,3.75
30533,7.25,5.75,3
30534,8,8.75,6.5
30535,7.5,6.25,6.5
30536,7.75,9.5,4.75
30537,6.5,4.75,5
30539,7,9.5,5.5
30540,6.5,5.75,5.75
30541,6.5,8.25,4.5
30542,6.75,8,6
30543,6.5,8.25,6
30544,4,8.25,5.5
30545,6.75,5,2
30547,7.25,9.75,7.5
30548,6,4.25,6
30549,6.75,6.5,7
30550,7,9,7.5
30551,6,2.75,5.25
30552,7,5,4.75
30553,7,7,4.25
30554,6,8,7
30555,6.75,7.5,4.75
30556,6.75,7.75,5.75
30557,7.5,4,3.5
30558,5.25,4.5,6.5
30559,4,4,4.5
30560,7,8.75,7
30561,7.75,7.75,6.75
30562,6.25,6,4.5
30563,6.75,7.25,6.75
30564,6.5,9.25,4.75
30565,6.25,4.5,4.75
30566,6.75,9.25,7.5
30567,6.5,8.5,8.5
30569,6,6.5,4.5
30570,4.75,5.5,3.25
30571,6.5,8.75,7.5
30572,3.75,2.25,5
30573,2.5,4.75,4.5
30574,7.25,8.75,6.5
30575,5.75,5,5.5
30576,7.25,8.75,8.75
30577,6.5,6.5,3.75
30578,6.25,3.25,4.5
30579,6.25,6.75,3.5
30580,7.25,5.25,5.25
30581,7.25,4.5,4
30582,6,9.75,6.5
30583,8.5,9.25,6.5
30584,6.5,6.5,5.75
30585,7.25,5,6.5
30586,5.25,6.75,2.5
30587,8.75,10,9.5
30588,8,6.5,6
30589,5.25,3.75,4.5
30590,7.5,8.75,7
30593,6.5,4.5,3
30594,4.25,6,4.5
30595,7.5,7.5,5.5
30596,4.75,9,5
30597,6.5,4.25,3.75
30598,7.5,5.25,5.25
30599,7,5.5,7.25
30600,6.25,7.25,4.25
30601,5.75,6,5.75
30602,7.5,6.25,5
30603,6.5,8.75,6.25
30604,7.25,7,4.5
30605,7.25,8,6.5
30606,6,7,5
30607,8,8.75,7.75
30608,6,5,3.75
30609,6.25,7.25,4.75
30610,6.25,5.5,5
30611,6.5,5.25,4
30612,7,7.25,6.5
30613,7.25,9.25,5.75
30614,7.75,3.75,4
30615,7.75,8.75,7
30616,6.75,8.75,6
30617,7.5,7.5,5
30618,7.25,9,7
30619,7,7.5,5.25
30620,6.75,4.75,5
30621,6.25,4.5,2.25
30622,6.5,2.75,2
30623,7.25,7.25,6
30624,6.25,5.75,5.5
30625,6.25,4,4.75
30626,6,4.5,2.5
30627,6.5,4.25,6.5
30628,5.5,4.75,4.5
30629,7.25,7,4.25
30630,8,3,4
30631,8,5,3.25
30632,8,6,3.75
30633,7.5,8,4.5
30634,7.25,4.5,4.25
30635,7.75,8,5.5
30636,8.25,9,5
30637,6.5,8,6.5
30638,6.75,8.25,6.5
30639,5.5,3.5,4.75
30640,6.25,7.5,6
30641,6.75,8,6.75
30642,7,7.75,4.75
30643,6.5,4.5,5.5
30644,6.75,7,6.25
30645,6.25,7.75,2.5
30647,5.5,7.5,5
30648,7,9.75,6
30649,6.5,7.75,7.75
30650,5.25,4.25,4.25
30651,5.75,3,3.75
30652,5.75,2.75,2.75
30653,5.75,4.25,8
30654,7,3.25,3
30655,6.25,4.25,2.75
30656,6.5,7.5,8
30657,6.5,8.25,4.75
30658,6.5,9.75,7.75
30659,5.25,9,4.25
30660,7,9.5,4
30661,7.75,9.5,8
30662,6.25,4.75,4
30663,6.25,9,8.75
30665,6.5,8.25,4.5
30666,5.25,5.75,5
30667,6.75,8.5,4.75
30668,7,6.25,4.25
30669,4.25,6.25,4.25
30670,6.25,6.5,6.5
30671,6.75,9,6.25
30673,5.5,3,4
30674,6,7,6.5
30675,7,6.5,1.25
30676,6,9.75,7.75
30677,7.25,9.5,6.75
30678,7.75,9.5,7.25
30679,7.75,8.75,8
30681,6.75,8.75,6
30682,5,7.5,5
30683,7.75,6.25,3.25
30684,6.75,5.75,4
30685,7.5,3.25,2.75
30686,7.5,8.75,7.25
30687,7,8.75,6
30688,6.25,4.25,2.5
30689,6.75,4.5,5.25
30690,7.75,9.5,5.75
30691,7.75,5.5,4.25
30692,8,9,7
30693,7,4.75,6.75
30694,7.25,9,6.5
30695,6.75,7.25,4.5
30696,8.5,8.25,7
30697,7,4,3
30698,8.25,9.5,6.25
30699,6.5,7,7
30700,4,4.5,4.5
30701,6,6.5,5
30702,6.25,7.5,2.75
30703,7.75,9.25,7
30704,7.75,8.75,8.5
30705,7.5,8.5,7.25
30706,6.75,4.25,2.5
30707,6.25,4,3.25
30708,7,1.5,2.75
30709,6.5,6.25,3.75
30710,7.5,3.75,5
30711,7.5,8.75,7
30712,7.25,8,6.25
30713,8.5,9,7.5
30714,7.25,7.5,4.75
30715,8.25,9.5,6
30716,7.25,6,4
30717,7.75,6.25,5.5
30718,7,4.25,7
30719,5.75,3.5,2.75
30720,6.75,9,5.75
30721,6.75,7,7
30722,7,6.5,5.75
30723,7,7,6.25
30725,8.25,7.75,7.5
30726,6.5,5,5.5
30727,7,3,3
30728,7.75,6.75,3.75
30729,7.5,8.75,5
30730,8,10,6.75
30731,7,8,5.75
30732,5.25,7,3.75
30733,7,6.75,4.75
30734,8.5,7.75,7.75
30735,8.75,9.25,5.75
30736,9,9.75,7.75
30737,6,5.5,4.25
30738,6.75,7,7.25
30739,5.5,3,3.75
30740,5.75,4.75,4.25
30741,8.25,7.75,7
30742,8.25,9,4
30743,5.25,5,4
30744,7.5,4.5,4.25
30745,7.5,7.75,5.25
30746,7.75,7,4.25
30747,7.75,9.75,7.75
30748,7.25,5,4.25
30749,6.5,3.75,3.5
30750,7.25,8.25,7
30751,8.5,9,6.5
30752,6.25,4,4.25
30753,6.75,6.75,3.75
30754,5.75,6,4.75
30755,6.25,3.5,3.25
30756,5.75,2.75,3.5
30757,6.75,5.5,4.75
30758,7.5,8,6
30759,7,8.75,6.5
30760,7.5,6.75,6
30761,7,7.25,4
30762,7.25,6.25,4
30763,7.75,4.75,4.5
30764,7.75,8,5.75
30765,6.5,5.25,6
30766,7.5,6.75,7
30767,8,6.75,5.75
30768,7.75,6.5,6.75
30769,7,7,4
30770,4.5,4.5,4.75
30771,7.25,7.25,6.25
30772,7.5,9.75,6.75
30774,6.25,4.75,5.5
30775,7.5,2.5,3.25
30776,7.75,9,7
30777,8.25,8.75,4.25
30778,6.75,7.25,5.5
30779,7.25,2.5,3.75
30780,7.25,6.25,7
30781,4,3.5,4.25
30782,7.75,9.25,7.5
30783,8,6,5
30784,6.25,4.75,4
30785,7,6.5,4.25
30786,5.25,7.75,5
30787,7.5,5,5.25
30788,7.5,7.75,4.5
30789,7,7.5,7
30790,7.25,4.75,4
30791,8,8.75,6.25
30792,8,8.25,7
30793,7,5.25,5.5
30794,7.25,7.75,5.5
30795,8,8.75,7
30796,6.5,5.25,4
30797,7,2.25,3.75
30798,6.75,5.25,4.25
30799,5.75,7,4.75
30800,7.25,4.25,6.5
30801,6.25,7.25,8
30802,8,8.25,4.5
30803,5.25,3.5,3.25
30804,7,8.5,6.25
30805,7,4.5,2.25
30806,5,6.5,3.5
30807,8,9.5,7.75
30808,6.5,3.5,3.25
30809,7,7,4
30810,6.25,6.5,6.5
30811,4.75,7.25,3.25
30812,7.25,2.25,3.25
30813,7,6,6
30814,6.5,8.25,7
30815,4.75,5.25,4.5
30816,6.75,5.25,2.75
30817,6.75,7.25,4.75
30818,6.5,5.5,3.5
30819,8,9.25,6.5
30820,8,6.75,7
30821,7.5,9,4.5
30822,8,9.5,7.25
30823,8,7.5,6
30824,8,8.25,4.75
30825,6.25,6.75,3.5
30826,7,5.25,5
30827,6.75,4,3
30828,6,6.25,5.5
30829,6.5,3.25,3.25
30830,7.25,6.5,7.25
30831,6.75,5.25,3.75
30832,7.25,7.75,5.25
30833,7.75,10,8.5
30834,4.75,8,3.25
30835,6.75,2.5,2
30836,8,8.25,5
30837,7.25,3.5,4.25
30838,6.75,5.5,3.75
30839,6.5,5,5
30840,7.25,7,5.75
30841,7,7.25,4.25
30842,5.75,6.75,4.25
30844,7,3.5,5
30845,6.5,8.5,6.25
30846,7.25,7.25,6.5
30847,6.75,9.25,8.5
30848,5.25,6.25,4.75
30849,7.5,3,3.25
30850,6.75,4.75,5.5
30851,7.5,4.75,5.5
30852,7.75,9.5,6
30853,7.25,6.25,2.5
30854,6,7.5,6.25
30855,7.75,9,6.25
30856,6.75,4.75,3.75
30857,7.5,7,3.25
30858,5.5,7.75,6.5
30859,6.5,5.25,3.75
30860,7.25,5,6.5
30861,6.75,5.25,4.25
30862,6.25,7.75,5.75
30863,7.75,7.75,6.75
30864,7.5,7.75,7
30865,6.5,8.5,3.75
30866,6,7.25,4.5
30867,7,7.5,6
30868,7.5,6.25,3.75
30870,7,3.5,6
30871,6.75,5.5,2.75
30872,6.75,7.25,4
30873,8,8.75,4.75
30874,7.75,9,7
30875,7.5,8.25,7.75
30876,7,7.75,6
30877,6.25,5.75,4.25
30878,7.5,9.5,7.75
30879,8,8.25,5.5
30880,6.5,5,4.5
30881,8,7.75,6
30882,6.75,7.5,5
30883,6.5,3.25,2
30884,6.75,7,5.25
30885,7.25,4,4
30886,7.5,9.5,6.5
30887,8.5,8.25,3.75
30888,7.5,8.5,5.75
30889,7,7.25,5
30890,8.5,8.25,4.5
30891,7,8,6
30892,6.75,7,3.5
30893,6.75,3.25,4
30894,8,5,4.25
30895,6.25,7,5.25
30896,8.75,7.75,4.25
30897,7.75,8.75,7
30898,7.5,8.5,5.75
30899,8,8.5,7.75
30900,5.5,3,4.75
30901,7,8.5,6.5
30902,7.5,6.5,5.5
30903,6.5,2.75,4.75
30904,7,8.25,3.75
30905,7.5,6,4.5
30906,8.25,9.25,5.5
30907,8,7,6
30908,6.75,8.5,7
30909,8.5,6.75,4.25
30910,6.75,8.25,5.25
30911,8.25,9.5,6
30912,8.5,8.5,6
30913,8,4.5,4.25
30914,7.25,7,4.25
30915,5.75,3.75,4.5
30916,6.5,6.5,5.75
30917,7,7,6
30918,8,6.5,4.5
30919,7.75,3,3.25
30920,8.25,6.75,5.25
30921,8.5,8.5,3.25
30922,6.25,3.75,3.25
30923,9.25,10,6.5
30924,7.75,6,4
30925,8.25,7.25,6.5
30926,7.5,4.5,4
30927,8.25,7.5,5.5
30928,7,4,4
30929,7.5,7.5,6.75
30930,6.25,6,2.5
30931,6.25,3.75,3.25
30932,6.75,5.25,3.25
30933,6.75,3.25,4
30934,7.25,6.25,3.5
30935,7,3,3.5
30936,6.25,6,4.25
30937,7.75,4.25,3.25
30938,7.75,8.5,7
30939,7,4,2.75
30940,7.25,6,4.25
30941,8.5,8.5,6
30942,6.75,7.5,5.75
30943,7,7,5.5
30944,6.25,5.5,5.25
30945,6.5,3,3
30946,5.25,4.25,4.5
30947,5.25,4.5,3.25
30948,8,9,6.25
30949,8.25,8.5,7.25
30950,6,5.5,6
30951,7,3.25,4.5
30952,7,7.25,6
30953,6.75,9.25,6.25
30954,7.5,8.75,7
30955,5,4.25,4
30957,5.25,3,3.5
30958,5,5.25,3
30959,6.5,9,6.75
30960,7,9,6.5
30961,5.5,3.25,3.5
30962,6.5,4,3.75
30963,5.25,4.5,3.75
30964,5,2.5,5.5
30965,8.25,7.75,6.75
30966,8.5,7.25,4.5
30967,8.5,9,6.25
30968,7.75,7.75,6
30969,7.5,3,4.25
30970,5.25,4.25,3
30971,7.5,7.75,6.75
30972,7.75,7.25,4.5
30973,8,9.5,7
30974,7.25,6.5,3.25
30975,7.25,5.5,7.25
30976,7.5,7.5,2.5
30977,5.75,5.5,4.25
30978,6.75,7.75,6.25
30979,7,7.25,4
30980,7.75,6.25,5.5
30981,6.75,5.5,4
30982,6.5,2.5,2.75
30983,7.5,7.25,6
30984,6.5,8,4
30985,5.5,8.75,2.5
30986,6,4.75,5.5
30987,6.75,7.75,6.25
30988,6.75,5.5,4
30989,6.5,5.75,5.75
30990,7.5,6.25,4.25
30991,8,9.25,6.75
30992,6.75,3.75,3.25
30994,8,8.75,5
30995,7,5.25,5.75
30996,8.25,3.25,4.25
30997,8,8.5,7.75
30998,8,8.75,5.5
30999,7,4.75,3
31000,8,7,6
31001,7,5,4
31002,7.25,8.5,4.75
31003,7,4.75,5.25
31004,7,4.5,4.25
31005,7.75,6.5,5.75
31006,6,2.25,3.5
31007,5.5,5.75,4
31008,6.5,6.75,5.75
31009,7.5,6.5,3.75
31010,6.5,7.5,5.25
31011,6,7.75,5.25
31012,6.5,3.5,5
31013,5,3.25,3.25
31014,8,8,7.75
31015,6.5,5.5,4.5
31016,4.25,5.5,4.25
31017,6.5,8.75,4.75
31018,6.25,5,2.25
31019,6.75,8.5,6.25
31020,7.75,8.25,5
31021,7,5.25,5.25
31022,8.5,8.25,6
31023,8,7.25,4.25
31024,7,5.75,3.5
31025,7.75,9,8
31026,5,2.5,4
31027,6.75,7,7.75
31028,8.5,9,7
31029,7.5,8.25,3.75
31030,5.5,5.25,5
31031,5.75,8.75,3.5
31032,7.25,8,5
31033,6.75,4.25,5.5
31034,7.75,8.25,7
31035,7.75,7.25,4.5
31036,6.25,3,2.5
31037,7.75,6.25,3.75
31038,7.5,8.5,6.5
31039,8.5,5.25,6
31040,8.75,8,5.75
31041,7.5,7.75,4.25
31042,7.5,8.5,4.5
31043,6,6.25,4
31044,8.5,3.5,3.75
31045,9,9.5,7
31046,7.5,4.25,4.25
31047,8.5,7.75,5.5
31048,8.25,4.75,7
31049,6.5,3,2.75
31050,8.75,9,6.5
31051,9,9.25,7.25
31052,7.75,8,3.5
31053,8.25,7,6.5
31054,7.25,4.25,7
31055,7.75,7.25,5
31056,8.25,9.25,4.25
31057,8.5,9.5,8
31058,7,8.25,6.75
31059,8.25,8.25,6.5
31060,8.25,7.75,5.75
31061,8,8.25,6.25
31062,6.75,5.75,4
31063,8.25,7,6.75
31064,7.5,7.5,6.75
31065,7.25,9.5,6
31066,7.25,3,3
31067,7.5,3.5,6
31068,8.5,7.5,6.25
31069,8,6.5,6
31070,8.25,5,5.5
31071,8.75,9.5,8.25
31072,8,4.25,1.75
31073,5.75,4.75,3
31074,7.75,5.75,6
31075,5.75,5,4.25
31076,7,6,3.25
31077,7,6.75,3.5
31078,5.75,9.75,4.75
31079,7.25,4,3.75
31080,3.5,3,4.5
31081,6.25,3.25,4.25
31082,8.5,7.75,7.75
