"sbd","van","ngoaingu","toan"
1200,7.5,8,5.25
1201,7.75,8.25,6.5
1202,8.25,9.5,8.75
1203,6,2.5,3.5
1204,6.75,7,6.25
1205,7.25,7,4
1206,5,5.25,4
1207,7,7,5
1208,8,6.25,5
1209,6,7,5
1210,6.25,6,4
1211,7.25,6.75,2.5
1212,7.25,5,4.5
1213,7.5,9.25,6.25
1214,7.25,7.5,5.25
1215,6,5.25,4.25
1216,6.5,8,5.75
1217,8.5,7.25,5.5
1219,7,8.25,5
1220,7.75,8,7
1221,4.5,7,3.25
1222,7.25,8.25,6
1223,7.5,8.5,6
1224,5.5,3,4.5
1225,7,3.75,3.75
1226,6.5,4.5,5.25
1227,6.5,7,4.75
1228,4.5,7.5,6.25
1229,6.5,3.25,4
1230,5.5,2.5,4.5
1231,8.25,9,6.5
1232,4.75,4.5,3
1233,7.25,7,7.5
1234,7.5,6,6.25
1237,6.75,7.5,4
1238,7.25,5.5,5.25
1239,8.25,8.5,5.25
1240,5.5,7,4
1241,6.75,3.5,3.75
1242,4.5,3.5,4.75
1243,6,7.25,4.5
1244,6.5,2,2.75
1245,7.5,6.75,6
1246,6.5,3.25,3.25
1247,6.25,8.5,7
1248,5.75,7.25,8
1249,5.5,7.75,5.25
1250,6,8.5,4.75
1252,6.5,8.25,7
1253,6.25,8.5,4.75
1254,7,6.25,4.5
1255,7.5,6.75,5
1256,7.25,4.5,3
1257,7.75,7,4
1258,6,5.75,2.75
1259,6.5,7.5,4.5
1260,7.25,5.25,4
1261,5.5,5.25,3.5
1262,7.75,9.75,6.5
1263,6.25,5.5,3.25
1264,6.5,8.25,3.75
1265,6.25,9.75,6.5
1266,7.75,7,7.25
1267,6.5,7,4.75
1268,7.75,7.25,7.25
1269,8,8.25,5.25
1270,7,8,5
1271,7.75,8.25,5.5
1272,7,6.25,5.5
1273,7.5,8.5,4.5
1274,7.25,9,6
1275,6.5,7,5.75
1276,7.25,6.5,5.75
1277,4.75,5.5,2.25
1278,8.25,8.5,6
1279,7.75,5.5,2.75
1280,4.25,4.25,3.25
1281,7.75,8.25,2.5
1282,7.25,7.5,5
1283,6,6.75,2.25
1284,6.5,7.25,5
1285,7.25,9.5,4.25
1286,6.5,3,3.25
1287,6.5,7.5,5.5
1288,7.25,9.25,6
1289,6.5,8.25,7
1290,5.75,8.25,5.25
1291,8.5,8.25,7.25
1292,7.5,4,3.5
1293,5.75,9.25,6
1294,6.25,6.5,2.75
1295,5.5,5.5,3
1297,6.75,4,4.75
1298,7.25,4.75,4.75
1299,8,9.75,7.5
1300,8.25,9.5,7.25
1301,6.5,3.75,3.5
1302,7.25,7.75,7
1303,8.5,9,8
1304,5.75,5.25,1.5
1305,8.25,6,5.25
1306,8,7.5,5.5
1307,8.75,9,4.5
1308,7.5,9,5.75
1309,7,7.25,3
1310,6.75,3.75,5
1311,8.25,8.5,6
1312,8.5,8,5.25
1313,7.5,8,3.25
1314,7.25,6.5,2.25
1315,7.75,9.75,7.25
1316,8.25,7.5,4.75
1317,8.5,9.75,6.75
1318,6,7.25,5
1319,7.75,3.75,4.75
1320,7,2.75,4.25
1321,7.75,6.5,4.25
1322,7,5.5,5.25
1323,7.25,5.75,4
1324,8.75,8.25,7.75
1325,7.25,6,6.5
1326,7.25,5,4
1327,7.75,9.25,8
1328,7.75,7.5,6.5
1329,7.75,8.25,7.25
1330,8,9.75,5.75
1331,7.5,4.75,4.5
1332,4.5,5,1.5
1333,7,7.75,5.25
1334,7,7,4.25
1335,7.25,7,5.5
1336,6.5,9.25,3.25
1337,5.25,6.5,2.25
1338,7.5,6.75,5.5
1339,8,4.75,6
1340,7,3.75,2.5
1341,7,4,4
1343,6.75,1.5,3.25
1344,7,5.25,5
1345,7,6.5,5
1346,6.25,5.75,5.25
1347,6.75,3.75,4.25
1348,7.25,8.25,5.5
1349,7.25,5.75,3.5
1350,6.75,7.25,3.25
1351,7,5.5,2.5
1352,7.5,6.75,4
1353,7,6.5,4.75
1354,7.25,7.25,5.25
1355,7,7.75,4.75
1356,6.5,7.5,7.25
1357,8,9,5.75
1358,6.25,3.75,5
1359,8,6.5,4.75
1360,5.5,6.5,4.5
1361,7.5,9,7.25
1362,8,9.75,7
1363,6.25,8.5,5.25
1364,5.5,8,6
1365,7.5,4.5,4.75
1366,6,4.75,3.25
1367,6.5,5.5,3.75
1368,6.25,3.25,2.25
1369,7,5,5
1370,7.25,8.75,8.75
1371,7.75,5.25,5
1372,8.75,8.25,6.75
1373,6.5,7.5,4.75
1374,7.25,7.5,7.25
1375,8,7.5,4.5
1376,8.25,8.75,3
1377,7.75,8,7.75
1378,8.25,9,7.25
1379,7.5,5.75,4.75
1380,6.5,6.25,6
1381,7.25,5.75,2.75
1382,7.5,3.25,1
1383,7,4.75,5
1384,7,6.25,6.5
1385,5.25,4.5,1.75
1386,7.25,6.25,6.5
1387,7,6,3.5
1388,6.5,4.5,4.5
1389,6.5,7.25,4
1390,6.75,7.25,3.5
1391,7,9.75,5.25
1392,8,4.25,5.5
1393,6.5,1.25,3.5
1394,8,8.5,6.75
1395,8,5.25,2.5
1396,7.5,5.75,6
1397,7,2.25,3
1398,6.75,4,1.75
1399,8,9.75,4.5
1400,6.75,3.5,2
1401,7.5,6.5,6
1402,8,8.25,4.5
1403,8.5,7.75,3.75
1404,7,9,3.75
1405,8,7.75,6.75
1406,8.25,8,6.5
1407,8,6.75,4
1408,7,4.5,4.25
1409,7.75,7.5,4
1410,6.5,5.25,3.75
1411,7.25,7.5,7.25
1412,5.25,5.5,4
1413,7.5,9,7.5
1414,8.5,4,4.75
1415,8.5,9.25,7.75
1416,7.75,3.25,0.5
1417,7.75,9.25,8
1418,8.25,9,5
1419,7,7.75,4.5
1420,7,9,7
1421,8.5,7,3.75
1422,7.5,9,7.5
1423,7.25,2.5,3.5
1424,7,7,6.75
1425,7.75,9,6.5
1426,8,2.25,5
1428,7.5,6.5,5
1429,7,7.5,3
1430,7,3.75,3.25
1431,7.5,4.75,3.25
1432,6.25,2.75,3.25
1433,8,8.75,8
1434,6.75,5,4.5
1435,7.5,8,5.25
1436,7.25,3,4.5
1437,7,6,6.5
1438,6.75,3.25,2.75
1439,6.5,3.5,2.75
1440,6.5,6.75,4
1442,6.25,4.75,4.5
1443,5.5,5,5
1445,7.25,6.25,3
1446,7,7.5,8
1447,6.75,7,6
1448,7.25,4.5,5
1449,7,8,4.25
1450,6.25,6.75,5
1451,6.5,5.25,5
1452,7,8.75,3.75
1453,5.5,7.25,4.5
1455,4.75,5.5,4.75
1456,6.75,5,4
1458,6.75,4,5
1459,5.5,7.5,7
1460,8,5.5,3.75
1461,6.75,4,2.25
1462,7,4.5,3.75
1463,8.5,5.75,3.75
1465,8.25,5.5,4
1466,7.25,4.25,3
1467,7.25,7,3.75
1468,7.75,7,5.25
1469,7.25,1.75,2.5
1470,5.75,3.75,4
1471,7.5,7.25,3.75
1472,7.5,5.5,4
1473,6.25,3.75,4.5
1474,6.75,6.25,6.5
1475,7.25,6.25,4
1476,7,5.75,5
1477,7,5.5,2
1478,6.5,7.75,5.25
1479,6.5,3.5,2.5
1480,4.75,3.5,4
1481,6,6.25,3.5
1483,8.5,9.25,7.25
1484,6.5,8,7
1486,6.75,8.25,6.75
1487,6,6,5
1488,6.5,7.5,7.25
1489,6.25,4.5,3
1490,6.75,7,4.75
1492,6,8,7
1493,6,5.5,5
1494,7,8.5,7
1495,7,8.5,6
1496,6.25,9,5.75
1497,7.5,9.25,7
1498,7,7,5.25
1499,5.75,4.5,4
1500,7.25,6.25,5.5
1501,7.25,9,7
1502,7,8,5
1503,5.5,6.5,2
1504,5.75,3.5,4.5
1505,6,6.75,5
1506,6.25,7,4.5
1507,7,7.75,6.5
1508,6.5,7.5,5
1509,7.25,7.75,5.75
1510,8,8,7
1511,7.5,7.25,6.75
1512,6.5,5.5,0.75
1513,7,6.25,3.75
1514,6.5,5.25,3.75
1515,7,9.25,6
1516,7.5,5.25,3.5
1517,5.25,6.75,5.25
1518,7,7.5,6.25
1519,7.5,6.75,4.75
1520,7,5,4.5
1521,7.5,6.5,6.75
1522,7.75,6.75,5.25
1523,7.5,8.75,7.25
1524,7.5,3.5,3.5
1525,6,6.5,3.75
1526,6.5,3,2
1527,7.5,6.5,7.75
1528,6,7.5,6.25
1529,7.25,7.75,5.5
1530,6.5,5.5,4.75
1531,6.5,7.25,4.25
1532,5.5,6.25,4.5
1534,7.5,6.25,5.75
1535,5,6,3
1536,6.5,9,4
1537,5.75,6.75,6.25
1538,7.5,8.25,8
1539,7,6.25,7.25
1540,7.5,8.75,7.25
1541,6,9,5.75
1542,7.75,6.5,4.75
1543,7.75,8.5,6
1544,7,7,6.75
1545,6.75,9.75,7
1546,6.75,8.75,8.75
1547,6,9.25,7
1548,3.75,5.5,1.75
1549,6.5,8.25,7.25
1550,7.75,8.25,7.75
1551,7.75,8.75,8
1552,7.75,8,6.75
1553,6,10,8
1554,6.75,8.75,4.75
1555,6,7.25,6
1556,7.25,7.75,7
1557,6.75,5.5,4.75
1558,7.25,5.75,4.75
1559,7.25,7.75,5
1561,7,6.75,3.25
1562,7.25,3.25,3.25
1563,7,9.25,4.25
1564,7.75,8.5,7.5
1565,8.5,9.5,7.25
1566,5.75,6,2.25
1567,6.5,6,1
1568,7,7,5
1569,6,7.25,5.75
1570,7.5,6.75,4.5
1572,6,8.5,3.75
1573,7.75,5.25,3.5
1574,6.25,5.5,4
1575,7.25,8.25,7
1576,7.5,5.25,0.5
1577,7.5,8,7
1578,7.25,6.75,6
1579,6.5,2.5,4.75
1580,8.25,9.25,7.25
1581,7.75,9,7.25
1582,6.5,7.75,8.25
1583,6.25,5,3.75
1584,7.25,8.25,4
1585,7.75,7.75,6
1586,6.25,2.75,3.25
1587,8.5,8.25,7
1588,7.75,8.75,7.25
1589,7.5,9,4.25
1590,6.25,3.75,2
1591,5.75,7.5,6.5
1592,7,4.75,5
1593,6.75,6.5,7.5
1594,7.75,8.75,4.5
1595,7.25,8.25,5.75
1596,7.25,3.25,7.25
1597,7.25,9,7.25
1598,7.5,9.5,8
1599,7.5,4,6
1600,5.75,4.75,4.75
1601,7.75,8.75,6.75
1602,6.5,2.5,3.5
1603,6.5,7.25,5
1604,4.5,7.75,3.75
1605,6.5,6.5,6.5
1606,7,7,6
1607,7.75,8.25,8
1608,6.25,9,4.25
1609,7.25,9,7
1610,6.25,6.75,5.5
1611,6,7.75,5.75
1612,7.5,7.25,2.5
1613,5.75,6.5,4.5
1614,8.5,8,4.75
1615,5.75,8,5.5
1616,6.5,5.25,4.5
1617,5.5,6.25,4.75
1618,6,8.25,5.75
1619,4.25,6.5,4.25
1620,6.5,8.5,4.75
1621,5,4.25,2.75
1622,7.5,9.25,6.5
1623,6,8,4.5
1624,6.5,9.75,7.5
1625,6.75,5.75,6.25
1626,7.5,8.75,6.75
1627,7.5,8,7.25
1628,7,8,5.5
1629,5.5,2.5,4.5
1630,5.5,5.75,5.25
1631,8.25,8,6.75
1632,7.75,6.75,6.25
1633,7,8.5,3.75
1634,5.5,6.5,2.75
1635,6.75,6,3.75
1636,7,5.75,7.25
1637,7.25,6,3.75
1638,5,5.25,6.25
1639,6,4.75,3.5
1640,2.75,5.75,5
1641,7.75,8.25,7.5
1642,7.25,5.75,3.75
1643,7,8.25,7
1644,7,7.75,4.25
1645,8.25,7.75,5
1646,6.5,7.5,7.25
1647,6.75,7.25,7
1648,6.75,7.5,4.5
1649,6.5,8,7.25
1650,6.75,5.5,4.75
1651,7.5,8,7.75
1652,7,6.5,5
1653,7.75,9.25,5
1654,7.75,7.75,5.5
1655,5.5,4.25,2.25
1656,7.25,8.25,4.25
1657,6.25,8.5,7
1658,6.5,8,5
1660,7,8.5,7
1661,8.25,8.25,7
1662,8,8.25,5.5
1663,7.25,8.75,6
1664,4.75,8,3.75
1665,6.25,6.75,3.25
1666,6.75,6.25,4.5
1667,7.25,8.5,6.75
1668,7.25,6.5,6
1669,6.75,7.25,3.75
1670,7.5,9,7
1671,8.5,7.25,7.5
1672,8,6.75,7.25
1673,7.75,8.75,5.5
1674,5.25,4.75,5
1675,6.75,5.75,3.5
1676,7.25,6,4.5
1677,6.75,7.5,5.5
1678,7.25,3.5,4.75
1679,6,8,6
1680,8.25,10,6.75
1681,7.25,7.25,5.25
1682,6.75,8,7
1683,7.75,6.25,4.25
1684,7,7.5,5.5
1685,5.5,3.25,3
1686,7,4.5,6.5
1687,6,8,7.75
1688,7.25,8.75,7
1689,6.75,7.25,7.25
1690,7,7.25,5
1691,6.25,6.5,0.25
1692,6.75,7.75,5
1693,4.25,6,4
1694,7,9.5,8
1695,8.25,9,4.75
1696,8,8.75,6.25
1697,7.5,8,8
1698,6,8,4
1699,8,8.75,5
1700,7.5,7.5,6.25
1701,7,6.75,3
1702,8,7.5,5.75
1703,7.5,6,7.25
1704,6.75,7.75,4.75
1705,8.25,9.75,7.25
1706,7.25,4.75,4.75
1707,8.25,9,6
1708,6.75,4.75,4.25
1709,7.25,7.75,5
1710,7,1.75,3.5
1711,7,9.5,8
1712,6.75,7.75,5
1713,5.25,3.25,4.5
1714,7,8.5,2.75
1715,6.75,8.25,7.5
1717,7.25,6.25,7.25
1719,7.25,7.25,6.5
1720,7.75,7.25,6.75
1721,6.75,8.75,5.5
1722,6.75,6.25,8
1723,5.25,5.25,4.25
1724,6.25,4.75,3.5
1725,5.5,6,3.75
1726,7.5,5,4.75
1727,7,9,7.25
1728,6.25,8.75,5
1729,7.25,9,5
1730,8,9.75,8.75
1731,7,8,6.5
1732,5.25,8.5,5.25
1733,7.5,6.75,5.5
1734,5.5,5,4
1735,7,8,1.75
1736,6.25,6,3.25
1737,6.5,8,6.5
1738,7,6.25,2.75
1739,6,6.75,4
1740,5,7.25,3.75
1741,5,7.25,3.25
1742,6.5,6.25,7
1743,6.5,7.75,8
1744,6.5,5.75,7.5
1745,7,6.75,3.75
1746,7.25,6.75,4.25
1747,7.5,6.5,5.75
1748,6.75,8,6.25
1749,6.25,3.25,6
1750,6.75,8.5,6
1751,7.25,8.5,5.25
1752,4.75,3.25,3
1753,6,6.25,7
1754,6,9.75,5.75
1755,5.25,7,4.75
1756,5.75,5.25,4.75
1757,6.75,9.5,8
1758,7.25,8.75,7
1759,6.5,8,5.75
1760,5.75,7.5,4.75
1761,3.25,5.5,3.25
1762,7,6.75,7
1763,4.75,6,4.75
1764,8,7,4.25
1765,5.25,8,3.25
1766,6.25,6,2.75
1767,7.75,6,6.25
1768,6.25,3.75,2.75
1769,7.75,7.75,5.25
1770,5.75,4.25,3
1771,7.5,9.25,7.75
1772,8,7.5,5.5
1773,7,7.75,6.5
1774,6.5,7,3.25
1775,7,7.75,8
1776,8,8.5,6.5
1777,5.25,4.25,2.5
1778,7.25,6.75,6.25
1779,6.75,7.75,3.75
1780,8,5.75,4.5
1781,7.75,8.25,7.25
1782,7.5,9,5.5
1783,4.5,3.5,4.25
1784,5.5,5.75,4.75
1786,7.25,8.25,7
1787,6.75,9,8
1788,6,5.75,5.25
1789,7.25,8.25,6
1791,7.25,7.5,7.25
1792,7.25,8.75,7
1793,7.25,2.5,4.25
1794,6.25,7,4.25
1796,6.25,7.75,6.5
1797,7,9,6.5
1798,8,9.5,7.25
1799,7.75,8.5,5
1800,7.5,7.5,3.75
1801,7.75,6.75,6.5
1802,7.75,8.75,7
1803,5.25,5.5,2.75
1804,2.5,9,2.75
1805,4.25,4,3.5
1806,4.75,8.25,2.5
1807,4.75,4.5,3.25
1808,7,6.75,6
1809,6,2.25,3
1810,6.25,7.25,5
1811,7,9,3.5
1812,7.5,7.75,4.5
1813,8,8.5,3.75
1814,6.75,7,6
1816,6.25,8.5,4.25
1817,7,7.5,4
1818,7,9.25,4.5
1819,7.25,7.5,5
1820,6.5,9.75,6
1821,7,6.25,6.5
1822,6,7.75,5.25
1823,5.5,7.5,7.25
1824,6.5,8,6.5
1825,7,6.5,6
1826,6.25,5.75,5.5
1827,6.5,8.25,3.5
1828,7,7.75,4.5
1829,6.5,8.25,6.5
1830,6.5,7,5
1831,7.5,8.5,6
1832,6.5,9,7.25
1833,5.25,6.75,5.25
1834,4,5.5,7
1835,7,6.5,7.75
1836,7.25,7.5,5
1837,6.5,5,4
1838,5.5,7,5.25
1839,4.25,8,4.5
1840,6.5,8.75,7.75
1841,7.75,9.25,7.25
1842,7,8.75,8
1843,6.75,8.25,3.5
1844,6.75,8.75,8
1845,5.5,8,4.5
1846,6,5.5,4.75
1847,6.5,8.75,6
1848,7,7.5,6.75
1849,6.25,6.5,3.75
1850,4.75,6.75,4
1851,4.5,4.25,2.5
1852,3.75,4,3.75
1853,5,5.75,0.75
1854,7.5,8.5,6
1855,7.5,9.25,6.5
1856,6.75,4,3.5
1857,5,7,4.5
1858,7.25,10,6.5
1859,6.5,6,5
1860,7.75,9.25,7.5
1861,5,1.25,5
1862,6.5,9.5,8.75
1863,5.5,6.75,4
1864,6.25,5.25,5.5
1865,8,9.25,7.25
1866,6.5,4.25,4.75
1867,5.5,8.25,6.25
1868,7.25,4,2.5
1869,7.5,9.25,6.75
1870,6.5,6.75,5.5
1871,7,8.25,4.75
1872,5.75,5.75,4.5
1873,4.75,5.75,4.75
1874,7.25,7,6.75
1875,7.25,8.25,7.25
1876,7.25,8,5.75
1877,8,7.75,5.25
1878,3.75,7.25,5
1879,7.25,8.5,5.75
1880,7,5.25,6.5
1881,6.25,9,5.75
1882,6.25,8.25,5.75
1883,7.75,9.5,5.5
1884,6.75,9.75,6
1885,5.75,6,3.75
1886,6.25,8.75,5.5
1888,7,8.5,6
1889,5.5,7.25,7
1890,6.25,5.75,3.5
1891,5.75,7.5,5
1892,5,4,2.25
1893,6.75,6.25,8
1894,6.5,3,5
1895,6.5,8.5,4
1896,5.75,7,4.75
1897,6,3.25,2
1898,7.5,9.5,6
1900,5.25,9,2.75
1901,6.5,8.75,6
1902,6.75,6.25,2.75
1903,6.75,7.25,5.5
1904,6.25,6.75,4.5
1905,7.5,6,4.75
1906,6.5,6.75,5
1907,7.5,6.25,4.75
1908,8,8,7
1909,6.5,5,3.75
1910,6.75,8,6.25
1911,7.5,7,6.5
1912,7.25,7.5,7
1913,7.5,8.25,8.5
1914,6.25,5.5,3.75
1915,7.25,8.5,6
1916,6.25,8.5,6.75
1918,5.75,4.25,3.5
1919,6.5,3,4.75
1920,5.5,6.25,5.5
1921,6.75,8.5,6.5
1922,6.25,9.25,6.75
1923,7.25,6.75,3.75
1925,6.5,8.25,5.5
1926,6.75,9,5
1927,4.5,8.25,6.75
1928,5.5,6.75,3.25
1929,6,5.75,5.5
1930,7.75,8.75,6.5
1931,7,8,7
1932,7.25,7.5,5
1933,6.75,7,5.75
1934,7.5,5.75,6.25
1935,6.5,6.5,3.25
1936,7.25,6.25,5.75
1937,6.5,5.5,6.5
1938,4,4,4.5
1939,7,8.75,5.25
1940,7,8.5,4
1941,6,9,5
1942,8,9.75,7
1944,7.75,8.25,4
1945,7,2.5,2
1946,6.5,7.5,7
1947,7.25,5,5.5
1948,7.75,7.75,6
1949,8.25,6,4.25
1950,7.5,5.5,4.25
1951,8,7,4.75
1952,7.25,3.75,1
1953,7,3.5,6.25
1954,8,9.5,7.25
1955,7.25,8.5,7
1956,7.75,2.75,3
1957,6.5,6.5,4.5
1958,6.5,2.75,3
1959,7.75,9,8.25
1960,7,8,7.25
1961,6.75,4.25,3.25
1962,8,3.75,3.5
1963,7,8,6
1964,8.5,9,6
1965,7.5,8.75,7
1966,8.25,7.25,5
1967,8.25,7.75,7.25
1968,6.25,6.75,4
1969,7.5,4,4
1970,8,7.5,7.5
1971,8,7,5
1972,6.5,7.25,5
1973,6,5.25,5.5
1974,7.75,8.5,6.25
1975,7.5,7.5,4
1976,7.25,7.25,5.5
1977,5.75,4.5,5.25
1978,4.5,6,2
1979,6.75,3,2.25
1980,6.5,6.5,5.5
1981,7.5,6.25,3
1982,7.75,7,6
1983,7.5,8.25,4.25
1984,7.25,7,6
1985,7.5,8.25,7
1986,7,7.5,3.5
1987,6.5,6.75,2.5
1988,4.25,5,5.5
1989,6.5,6.75,5.5
1990,7.5,9.5,5.5
1991,6,8.75,8
1992,6,5,3.5
1993,7.5,7.25,5
1994,6,8,5.25
1995,6.5,5.75,3.75
1996,6,6.25,5.75
1997,8.25,7.25,7.75
1998,5,5.5,2
1999,6.25,8.5,6.75
2000,7.5,8,6.75
2001,6.25,7.5,6
2002,6,7.5,4.75
2003,7.5,9.75,7.25
2004,5.75,8.25,7
2005,8,9.25,7
2006,6,4.25,4.25
2007,5.25,7.75,3.75
2008,7,7.25,5.5
2009,5.75,7,4.25
2010,6,7.5,6.5
2011,5.75,8,7
2012,6.75,8.25,6.5
2013,6,8.75,6.5
2014,6.5,3.5,4.5
2015,6.5,6.25,6.5
2016,8,9,8
2017,7.25,8,7.25
2018,7.5,8.5,7
2019,6.75,9,7.5
2020,6.75,4.5,5.25
2021,7.25,8.5,6
2022,7.5,4.75,5
2023,7.25,3.75,3
2024,7.75,8,2.5
2025,6.25,9,4.5
2026,6.5,8.25,6
2027,6.5,9.25,5.75
2028,6.25,7.75,4.5
2029,7.5,9.25,7.5
2030,6.25,6,4.25
2031,8,9.5,8
2032,6,3.75,2
2033,7.25,6.75,7
2034,6.5,6,6
2035,5.25,4.5,5
2036,5.75,3.25,4.5
2037,7,8.5,7.25
2038,8,8.25,6.5
2039,7.5,9,5.75
2040,6,3.25,2.25
2041,6.25,5.25,3.25
2042,7.5,7.5,5
2043,7,7,7
2044,6.75,5.5,4
2045,7,6.75,7
2046,5.5,7.75,4.75
2047,8,9.25,5.75
2048,6.5,4.75,3.75
2049,3.5,5.5,2
2050,6,7,4.25
2051,6.5,7.25,4
2052,7.25,7.75,7
2053,5.5,8.25,5.75
2054,6.25,7.5,4.25
2055,6,6,3.5
2056,7.5,9.25,5.25
2057,4.75,7.5,2.5
2058,7,6.25,2.5
2059,6.5,7,5
2060,6.75,4,6
2061,8.25,9,7.25
2062,7.25,6.5,3.75
2063,7,6.5,4.75
2064,8,8.25,6
2065,6.75,6,6.25
2066,7.75,7.5,4.25
2067,7,3.5,4.75
2068,6,8.25,5
2069,6,7.25,5.5
2070,8.25,8.5,5.5
2071,7.25,8.25,6
2072,5.5,7.5,2.5
2074,7.5,9.25,5
2075,7,5.5,3
2076,7.25,7.5,5.5
2077,7,4.75,2.25
2078,7,5,3.75
2079,5.25,4,2.5
2080,8,6.75,7
2081,8.25,8.75,5.5
2082,7.5,7.5,5.75
2083,6.5,5.5,1.75
2084,6.75,8,5
2085,5.75,3.5,4.25
2086,7.75,3.25,1.5
2087,6.25,3.5,6.5
2088,6.5,6.5,7.25
2089,8.25,2.75,4.75
2090,8.25,7.75,7
2091,6.75,7.25,5
2092,7,5.25,5.75
2093,7.25,8.5,4.75
2094,5.5,7.25,6
2095,8.25,8.5,5.25
2096,8,8,4.25
2097,6.25,7.75,2.75
2098,7.5,6.75,4.5
2099,7,7.25,2.5
2100,8.5,7.5,6.5
2101,5.75,8.75,4.5
2102,6.5,9.25,4.25
2103,5,7.25,6
2104,5.75,8,4.25
2105,6,7.75,5.25
2106,7,6.5,2
2107,5.25,5,5.25
2108,6.25,9.5,7.5
2109,7.5,7.25,6
2110,8.25,7,4
2111,8.5,8.5,4
2112,6.25,5.25,3.5
2113,6.5,6.25,5
2114,8.25,8.5,7.5
2115,6.75,3.75,4.25
2116,6.5,7.5,6.25
2117,8.25,8.75,7.25
2118,6.75,5.5,3.75
2119,7,5.5,5.5
2120,7.75,5.75,2.75
2121,8.25,10,6.75
2122,8,6.25,6.5
2123,6.25,9.75,6.5
2124,5.75,7.25,4.5
2125,8,8.5,6
2126,6.5,6.25,3.25
2127,6.25,4.75,2.5
2128,8.25,8,6
2129,7.75,6.25,3.5
2130,7.25,9.5,7
2131,7.25,3.5,4.75
2132,7,4.75,3.5
2133,6.75,8.25,6.75
2134,6.75,5.5,7.25
2135,7.5,8.25,1.25
2136,6.75,6.75,5.5
2137,7.75,7.75,6.5
2138,6,2.75,3.25
2139,6.25,8,3.5
2140,5.75,8.25,5
2141,7.25,8.25,8
2142,5.5,4.75,3.75
2143,7.25,5.75,3.75
2144,7.75,6.75,6
2145,6.75,6.5,6.25
2146,8.5,8.5,7.25
2147,3.5,3.75,4.5
2148,6.75,4.75,6
2149,8.25,5.5,6
2150,9.25,8,5.5
2152,6,8.5,5
2153,6,6.75,7
2154,6.75,8.5,5.25
2155,6.25,8,7.5
2156,8.75,7.5,7.5
2157,6.75,5,3
2158,7,4,3.75
2159,8.5,8,5.5
2160,5.25,8.5,4
2161,7.25,6.25,4.25
2162,8.5,6.5,4.25
2163,6.75,3.5,2
2164,7.75,5.25,6
2165,7.25,7.25,5.75
2166,7,2.75,5.25
2167,5.75,7,4.25
2168,8.5,7.75,5.25
2169,6.25,6.75,4.5
2170,6,4.75,3.75
2171,8.25,9,8
2172,7.5,8.75,7.75
2173,5,5,4.5
2174,8.25,5.25,6
2175,8,7,4.5
2176,8.5,7.5,5
2177,7.25,6.75,3.75
2178,7.75,6.25,5.75
2179,7.5,7.25,4.75
2180,8,8.5,6.5
2181,6.5,5.25,5
2182,5.25,8.25,0.5
2183,4.75,5.75,2.25
2184,7.25,8,7
2185,5.75,6.75,4.75
2186,7,6.75,5.5
2187,6.5,9,8.75
2188,7.25,3.75,4
2189,6.5,8.75,5
2190,8.25,8.5,5.75
2191,6.5,8.5,5
2192,6.5,7,5
2193,6.5,7.75,6.5
2194,7.5,8,6.5
2195,6.5,6,3.75
2196,7.25,9,4.25
2197,5.75,5,4.75
2198,6,5.5,3.75
2199,7.25,3.5,3.5
2200,7.75,8,6.75
2201,6.25,8,5.75
2202,7.25,8,5
2203,6.75,4,4
2204,6,4,4.5
2205,6.25,5,3.25
2206,7,4,4.75
2207,7.25,5.75,2.25
2208,6.25,7.75,4.75
2209,5.75,6.75,3.75
2210,7.75,9,7.25
2211,4.5,3.75,3.25
2212,6.5,6.75,4
2213,7.5,7.25,7.25
2214,6,5.25,5
2215,5.25,3,3
2216,5.5,3.75,2.25
2217,7,3.75,4.75
2218,6.25,6.5,3
2219,6.5,7,6.25
2220,3.5,6.75,3
2221,6.25,4.75,6.5
2222,7,7.5,4.5
2223,6.25,7.25,5.75
2224,5.75,6.75,4.75
2225,5.75,5.5,4.25
2226,5,9,6
2227,5.5,5.75,5
2228,6.75,8.75,7
2229,7.5,8.75,3.5
2230,6.5,5.5,3
2231,8.25,8,5.5
2232,6.5,7.25,7.25
2233,7.75,8.5,3.75
2234,7,6,6
2235,5.75,6.75,2.5
2236,7,7,1.75
2237,6.75,5.25,3.75
2238,7.5,6,3.25
2239,7.25,8,6.5
2240,7.75,8.5,7
2241,6.75,6.5,4.25
2242,7.5,6,5
2244,6.25,3.25,2.25
2245,6,6.25,1.25
2246,7,7.25,7.25
2247,6,5,4
2248,7,6,4.75
2249,7.5,8,4.75
2250,7.25,7,5.25
2251,7.25,4,2.75
2252,6.75,3.75,5
2253,7.25,4.75,4
2254,6.5,4,5
2255,7.25,7.5,5.75
2256,7,3.25,5
2257,7.25,7,4.5
2258,6.5,4.25,2.75
2259,7.25,3,4.75
2260,7.5,3,0.5
2261,6.5,8,7.25
2262,6,3.25,4
2263,7.25,9,5.25
2264,6.75,5,5
2265,7.25,7.5,6
2266,7,8.25,5
2267,6.75,6,2.5
2268,7.25,7.25,4.75
2269,7.25,8,4.5
2270,6.5,3.75,3.5
2271,7.75,5.25,4.75
2272,8.5,8.5,7.25
2273,7,6.75,7.5
2274,7,9.25,8
2275,6.5,8,5.5
2276,6.5,8.25,6.25
2277,7.25,6,7
2278,6,6.25,4.75
2279,6.75,3.5,4.25
2280,7.5,6.5,4
2281,6.25,7.75,4.5
