"sbd","van","ngoaingu","toan","chuyen"
91721,7.25,6.25,6.75,0.75
91722,8.75,9.75,10,6
91723,8.25,9,8.5,4
91724,8.25,8.5,7.5,2.75
91725,7.75,7.5,7.5,0.5
91726,8.25,9,8.75,1.5
91727,7.5,9.75,8.75,2.75
91728,8,9,8.75,1
91731,7.75,9.75,8.5,0.5
91732,8,8.75,8.75,2
91733,8.25,9.75,7,3
91734,7.5,8.75,8.5,1
91735,7.75,9.25,7.75,5.75
91736,7,10,7.5,2.25
91737,7.5,9,8,6
91739,7.5,9.5,9.25,4.25
91741,8,9.5,8.5,3
91742,7.5,9.25,8.25,2
91743,7.25,9,6.75,2.5
91744,6.75,10,9.25,4.5
91745,7,9.25,7.5,2
91746,6.75,9.25,7.75,3.75
91749,6.5,9.25,8.75,5.75
91750,6,7.5,8,2.75
91751,7.75,9.5,8.25,1.75
91752,8.75,9.25,9.25,2
91753,8.25,9.75,8.75,4
91754,8.5,9,8.25,1.25
91755,8.25,9.75,8.5,3.5
91757,7.75,7.75,7,2.5
91759,8,10,8.75,6.25
91760,7,9.5,8.75,1.5
91762,6.75,8.5,8.75,3.75
91763,8.75,9.5,8,0.5
91766,7,8.5,6.25,0.5
91767,7.25,8.5,7,1.75
91768,7.5,8.25,6.75,1.75
91769,8,9.5,8.25,2.75
91770,6.25,9,8.25,3.5
91771,8,8.75,7.5,1
91772,8.25,9.75,8.75,4
91774,7,9.5,8,3.5
91776,7,8.75,9,5.25
91777,7,9.25,7,4
91778,8,7.75,7.25,0.5
91779,6.75,8.75,8,1
91780,8.25,10,7.75,2.25
91781,8,9.5,8.25,1
91782,7.75,9.25,6.75,1
91783,8,7,7.5,0.75
91784,7.75,8.5,9.25,5
91785,5.5,8,8,0.5
91786,8.75,9.5,8.75,2.25
91788,8.25,8.75,9.25,1
91789,7,8.5,7.25,0.5
91790,8.5,9.75,7.25,2
91793,8,8.5,9.25,4.5
91796,8.25,10,8,3.75
91797,8.5,9.25,7,3.5
91798,8,9.25,6.75,1.25
91799,8.5,9.75,9.25,4
91800,7.75,7.5,7.25,0.25
91801,7.75,9.75,8,4.5
91802,7.5,8.5,8,3
91803,7.25,9.5,7.5,0.25
91804,7.5,9.5,8,3
91805,8.5,8.25,7.75,1
91807,8.5,9.5,9.75,5.25
91808,8,9.75,8.75,6
91809,8.25,7.75,8,1
91811,6.75,10,8,1
91812,8.25,9.5,8.75,3
91814,8,8.25,7.25,1.25
91815,7.5,7.75,7,1
91816,7.75,8,6.75,2.25
91819,8,9.25,9.5,3.75
91820,7.5,9.5,7.25,0.75
91821,7.5,8.75,6,1.25
91822,7.75,9.5,7,2
91823,8.5,8.25,8,1
91824,8.25,8.75,8.5,2.5
91825,7.25,9.75,8,1.5
91826,8.25,8.5,8.75,4.5
91829,6.25,9.5,6.5,0.75
91830,8.25,9.5,8.5,0.75
91831,8.5,9.5,8.5,2.25
91832,8.75,10,9.75,6
91833,9,7.75,7.5,1.5
91836,6.75,9.5,7.5,3.75
91837,7.25,6.5,7.5,1
91838,6.75,7.75,7.25,1
91839,7,8.75,8.5,3
91840,8,8.75,8,1.75
91841,8.25,9.25,9.25,1.75
91843,8.25,7.5,6.5,1.5
91845,8.5,9.75,8.25,5.5
91847,7.25,8.75,8.25,2.25
91850,7.5,8.5,7.25,0.75
91852,8.25,7.75,8,0.5
91853,7.5,9.75,8.75,1
91854,7.5,9.25,7.5,4
91855,7.5,9,7.25,1.25
91856,7.75,8,8.5,6
91857,8.25,9.25,7,0.5
91858,8.5,9,7.5,3.5
91859,8,8,8,0.5
91861,8,8,6.25,1.5
91862,8.25,9.75,9,4.5
91863,8.5,9.75,9.25,2.75
91864,8.5,9.75,7.25,2.5
91865,8.25,7.5,8,0.5
91868,8,9.25,8.5,2.75
91870,7.25,8.75,8,2.5
91871,7.75,8.75,8.25,2.5
91872,8.75,9,8.75,6.25
91874,9,7,7.75,0.5
91875,8.75,8.5,8.5,2.5
91876,9,10,8.75,4.5
91877,8,9.5,8,0.25
91878,9,9,8.75,4.75
91879,8.75,9.75,8,0.25
91880,8.75,9,8.75,1.75
91881,7.5,8,7.25,0.25
91882,7.75,9.25,8,0.5
91884,7.75,9.5,8.5,2.25
91885,6,9.75,5.25,0.5
91887,7.75,9.5,7.75,0.5
91888,9,8.75,6,6.5
91889,8,7,6.5,5.75
91890,8.5,10,9,7.5
91891,8,9,8,5.25
91892,8.5,10,8,6
91893,8.75,10,6.25,6
91894,8,8,8.25,1.25
91895,8,7,6,4.75
91896,8.5,7.25,7,4.5
91897,8.5,8.75,7.25,5.75
91898,8.5,8.25,7.5,5.75
91899,8.25,8.5,7.5,4.5
91900,8.25,9,6.75,5.25
91901,8.75,8.5,5,5.75
91902,8.75,9.75,8.75,5.75
91903,9,8.75,6.25,4.25
91904,8.75,9,7.75,6
91905,8,8.5,6,5.25
91906,8.5,10,8,6.5
91907,8.75,6.75,7.25,4.75
91908,8.5,9,6.25,3.5
91909,8.5,8.75,6.5,6.25
91910,8.75,7.5,7,5
91911,8.5,8.75,8,4.75
91912,6.25,8.5,7,5.25
91913,7.75,9.25,6,1
91914,7.75,8.75,4.75,4.5
91915,7.5,8.5,5.25,4
91916,7,8.75,7.5,4.5
91917,8.25,9,8,6
91918,7,9.5,8,4.5
91919,8,8.25,7.25,5.5
91920,8.5,9,8,2.5
91921,6.75,6.25,6.25,4
91922,7.75,8,6.5,6.5
91923,8,8.5,7,4.5
91924,7.5,6.75,6.25,5
91925,7.75,8.25,7.25,6.5
91926,8,7.25,6.25,4.5
91927,7.75,8.5,7.25,6
91928,7.25,9.25,5.25,6.5
91929,7.75,7.5,8.5,5.75
91930,7.75,9.25,7.25,5.5
91931,8.25,8.75,8,7
91932,7.25,9,7.25,4.5
91933,8,7.5,4.25,5.5
91934,8.25,9.75,8,4.5
91935,7.75,8.5,6,4.5
91936,7.5,8.25,4.75,4.5
91937,8.5,9.75,6.5,5.75
91938,8.25,8.5,5,3.5
91939,7,8.75,6,5
91940,8.5,9.25,4.25,5.5
91941,8.25,9.75,8,5.5
91942,8.5,9,7.75,6
91943,6.75,8.5,5.25,5.5
91944,8.5,8,4.5,6.25
91945,8,9.5,7.25,6.5
91946,7.75,7.25,5.75,5.5
91947,9,9.25,7.25,6
91948,7.75,8.75,6.75,5.5
91949,8,8.75,7.25,5.5
91950,6.75,7.5,7.5,6
91951,7.75,7.25,6.5,5.5
91952,8.5,9.25,7.25,6
91953,8.25,9.5,7.75,7
91954,8.5,10,7.25,7.25
91955,8.25,9.5,7.25,6
91956,8,6.5,5.5,5.5
91957,8.5,9.25,8,7
91958,8,10,7.25,5.5
91959,7.25,9,5.5,5.75
91960,8.75,9.5,6,6.5
91961,8.5,8.5,7.5,6.25
91962,8.5,9.25,7.25,5.25
91963,8.25,6.5,5,5.25
91964,6.75,7,6.5,5.25
91965,7.75,8.75,7.25,5.75
91966,8.5,9,7,5.25
91967,8.75,6,7,5.25
91968,7.5,7.25,8,5.25
91969,8,8.5,7,4.5
91970,7.75,7.25,6.75,5.75
91971,8.25,9.25,5.5,5.75
91972,8.75,9.5,4.75,6.5
91973,8.75,9,7.5,8
91974,8.5,8.5,7,5.75
91975,8.25,8.25,5.25,4.5
91976,8.25,9.75,8.25,5.75
91977,8.5,8.75,7,5.5
91978,8.5,8.5,5.75,5.5
91979,8.75,9.25,7.25,5.75
91980,8.25,8.75,6.75,6.5
91981,8.5,9.25,5.25,5.75
91982,8,7.75,6.5,5.25
91983,7.75,5.75,6,5.25
91984,8.5,9.75,8,6.5
91985,8.75,8.75,5.75,5.5
91986,8.25,7.75,7.25,4.25
91987,9,9.75,6,5.5
91988,8,9.25,7.25,5.25
91989,7.25,8,5.5,4.75
91990,6.75,8.75,6,4.75
91991,8,7.5,6,5.5
91992,7.25,8.75,7.5,5
91993,8,8.5,6,5
91994,7.75,7.75,5,6
91995,7.5,9.75,7.5,4.5
91996,8.75,8.25,4.5,5.25
91997,7,8,5.5,4.25
91998,7.75,8.25,7.5,4.25
91999,8,9.25,7.5,4.25
92000,7.25,8.25,6.75,6.25
92001,8,8.5,7.25,4.25
92002,8,7.25,5.5,6
92003,9,7,7,4.5
92004,8.75,9.75,7.5,6.75
92005,7.25,7.75,6.5,5
92006,7.25,9,7,4
92007,8,6.75,7,5.5
92008,8.25,9.5,6.25,5.75
92009,8,7,7.25,6
92010,8.75,8,6.75,6.25
92011,8.25,9.5,6.75,5.5
92012,8.5,8,8,6.5
92013,7.75,8,6.5,5.75
92015,8,6.25,6,5.5
92016,8,8,7.25,5.5
92017,8.25,7.75,6.25,6.5
92018,8,8.5,5.5,5.75
92019,7,6,3.75,4
92020,8,7.75,7.25,4
92021,7.75,9.75,6.75,5.75
92022,8,7.25,7.5,6
92023,8.5,9.75,5.5,5.75
92024,8.75,8.75,7.5,6
92025,8.25,9,6.5,6.5
92027,8,7,6,4.75
92028,8.75,8.5,5.25,6.25
92029,8.75,8.5,5.75,7.5
92030,8.25,7.25,5.5,7.5
92031,8.5,9.75,8.25,6.75
92032,8,8.25,5.25,7
92033,8.75,9.5,6.25,7.25
92034,8.75,7.25,6.5,7.5
92035,8,8,5,5.75
92036,7.25,8.5,6.25,7.75
92037,8.5,9.5,7.25,6.5
92038,8.75,9,7.25,6.5
92039,8.5,9.5,9,6.5
92040,8,9.75,6.5,6.5
92041,8.5,8.75,7.25,4.75
92042,8.5,10,5.75,4.5
92043,8,9.5,7.5,3.25
92044,7.75,7.75,7.5,3.75
92045,8,6.5,7.25,4.5
92046,8,5.5,5.75,5.75
92047,8,6.75,5.5,4.25
92048,8.5,8.5,5.75,6
92049,8.5,9.25,7.25,7.5
92050,8.5,8.25,4.25,5.75
92051,8.5,9.5,6.75,6.75
92052,7.75,9.25,8,6.75
92053,7.75,8.25,7.5,6.5
92054,7.5,8.75,5.25,6
92055,7.5,7,8,6.25
92056,7.5,8,8,3.25
92057,8.25,6.25,7.25,4.75
92058,8.75,8.25,6.75,5.5
92059,7.25,9.25,6,4.75
92060,8,7.25,5.25,3.5
92061,7.25,7.25,5.25,4
92062,7.75,8.5,7.25,4.5
92063,8.5,8.75,6.5,4.75
92064,7,6.5,4,5.5
92065,7.75,9.5,7.5,6
92066,7.5,6.25,4,5.5
92067,7.25,8.5,6.75,4.25
92068,8,7.5,5.5,5.5
92069,8,8.5,6.25,5.25
92070,8,6,6,5.25
92071,7.5,10,6.25,5
92072,8.5,8.5,6.5,5.75
92073,7.25,5.75,5.5,5.25
92074,7.5,7,6.75,6
92075,7.5,6.75,6.5,3.75
92076,8.25,8.5,6.25,5.75
92077,8,6.75,5,5.25
92078,8.5,8.25,6.75,4.5
92079,8,7.75,5,6
92080,8.25,8.75,8,5.5
92081,8.5,9,7.25,7.5
92082,8.75,9.75,8,7.25
92083,8,8,7.25,4.5
92084,8,8.25,7.5,6.5
92085,7.25,9.25,7,7
92086,8,8,6.25,6.5
92087,7.75,8.75,7.75,5
92088,7.75,8.5,7,5.5
92089,7.75,8.5,5,5.5
92090,8,9.25,7.5,6
92091,8.25,9,7.25,7
92092,8,9.25,6.75,5
92093,7.25,8.5,5.25,6
92094,8,9,5.75,6.5
92095,7,8.25,6.5,5.5
92096,8.25,8.5,7.75,6
92097,8.25,8.75,8,6
92098,7.75,8.75,7.25,6
92099,7.75,8.5,7.25,6.5
92100,8,8.75,7,7
92101,7.75,8.75,7.25,6.5
92102,8.25,8.75,7.25,7
92103,8.5,8.25,5,7.75
92104,7.75,8.75,5.25,5
92105,8,8.5,7.25,4.25
92106,8,8.25,5.75,4
92108,8.75,9,7,5.5
92109,7.25,7.5,4,6
92110,8,8,6.5,6.75
92111,8.25,7.25,6.25,5.5
92112,8.75,8.25,7,6.25
92113,8.5,8.75,7,5.5
92114,8.75,9,6.75,6.5
92115,8,8.25,7,6.75
92116,6.25,8,7.25,4
92117,8.25,8.75,6.5,6.25
92118,8.75,10,8,6.5
92119,8.75,9.25,7.75,7
92120,8.5,8.5,7.25,7
92121,8,9.25,6.5,5.75
92122,7.5,8,6,5.5
92123,7.5,7.5,7.75,6.5
92124,8,9,4.25,5
92125,7,8.5,6.5,6.25
92126,8.75,9.75,6,5.75
92127,7,5.5,7,4.75
92128,7.5,5.5,5.5,5.5
92129,8,7.75,5,6
92130,8.25,7.75,5.75,4
92131,7.25,7.25,5,5.25
92132,8,8,3,5.75
92133,7.5,8.5,7.75,5
92134,7.5,8.5,4.75,4
92135,8.75,8.5,7.5,6.75
92136,7.75,7.5,5.5,5
92137,7.75,7.5,5,4.5
92138,7.25,7.75,5.5,5.5
92139,7.5,6.25,5,4.75
92140,8.5,8,3.75,4
92141,7.75,9.5,7.25,6.5
92142,7.5,9.25,7.25,5.25
92143,7.25,8,6.75,3.5
92144,8.25,9.5,7.25,5.75
92145,7.5,8,6.5,4.75
92146,8.75,9.25,7.75,5.5
92147,8.5,9.5,8,7.5
92148,7.25,8.75,3.25,6
92149,8.5,9.25,8.75,5.25
92150,7.75,8.25,5.5,5.25
92151,7.5,9.25,8,5.5
92152,7.75,9.25,7.25,4.25
92153,8.25,8.5,6,5
92154,8.25,7.25,7.25,5.5
92155,7.25,7.5,6,5
92156,7.75,6.25,5.75,5
92157,7.25,8.25,6.75,5
92158,7.75,9.5,6.75,5.5
92159,8.25,8.25,5.75,5.5
92160,8,7.25,5.75,5.5
92161,8,8,8.25,5
92162,8.5,8.5,6.5,5.5
92163,7.75,9.5,7.5,6
92165,8.25,9,7,5.5
92166,8,9.5,8.5,5
92167,8,8.25,5.25,6.5
92168,7,9.75,7.75,7.25
92169,8,8.75,7.25,5.5
92170,6.75,7.25,7.75,5.5
92171,7,9,6.75,5
92172,7.5,9.25,6.75,5.5
92173,8.5,9.5,5.75,5.5
92174,7.75,9.25,7.25,5
92175,8.25,8.75,7.75,6
92176,8.5,9,4.75,5.75
92177,8.25,7.5,6.75,5
92178,8,7.75,4.75,5.5
92179,8.5,7.75,7,4.5
92180,8.75,8.5,6,6
92181,6.5,9.5,5.75,5.5
92182,7.75,9,6,5
92183,7.75,10,7.25,4
92184,7.25,7.75,5.25,2.25
92185,8,9.5,7.75,3.25
92186,6.5,8.75,6.75,4.25
92187,7.25,8.25,6.5,2
92188,7.75,9.5,7,4.5
92189,7.5,9.75,7,2.25
92190,7.25,9.75,6,5
92191,7.25,9.25,7,4.25
92192,9,8.5,7.25,2.75
92193,7.75,10,7.25,3.75
92194,8,10,5.25,4.25
92195,7.75,9.5,8.75,4
92196,9.25,9.75,7.75,4.5
92197,8.25,9.25,8.5,3.5
92198,7.75,9.5,7,1.75
92199,7.75,9.75,7.5,6.25
92200,8.25,9.75,7,5.25
92201,8.25,9.5,7.5,2.25
92202,8,8.75,6.75,3
92203,7.25,9.75,9.25,5
92204,8,9,6,3.5
92205,8.5,9.25,7.5,3.5
92206,8.5,8.75,7.25,3.75
92207,8.25,10,8.25,6.5
92208,7.75,8.75,4.5,1.5
92209,8,9.5,8,4.75
92210,7.25,9,5,3.25
92211,8.5,9.75,7.5,3.25
92212,8,7.5,6.75,2.5
92213,8,6.5,4.25,1.75
92214,8,9.25,6.5,3.5
92215,8.5,10,7.25,5.75
92216,7,8.5,7.5,2.5
92217,7.5,9.25,8,4.25
92218,6.75,9.75,6,3.5
92219,6.75,9.5,5.25,3.75
92220,7,9.75,7.5,4
92221,7.75,8.75,7.5,3.75
92222,6.75,9.75,6.25,3.75
92223,6.5,9,7.25,4
92224,7.5,9.25,7.25,2.5
92225,7.5,9.25,5.75,3.25
92226,7.75,9.75,7.25,3.75
92227,7.75,10,7,3.75
92228,8,9,6.75,1.75
92229,8.5,9,7.25,4.5
92230,7.75,8.5,6,1.75
92231,7.75,9.25,5,2.75
92232,8,10,5.75,3
92233,7.5,9.75,7,5.5
92234,7.5,8.25,6.5,1.5
92235,8,9.25,8,2.25
92236,7.25,8.5,7,2.25
92237,7.25,9.25,6,2.5
92238,8.25,9.5,6.75,4
92239,7.5,9.25,8,3.75
92240,8,10,8,4
92241,7.75,9.5,5.75,3
92242,7.75,9.25,5.5,2.75
92243,8,8.25,6.5,3.25
92244,7.5,7,6.5,3
92245,7.25,9.75,7.25,4.5
92246,7.5,8.5,8,2.5
92247,8.5,9.25,7.75,2.75
92248,7.25,9.75,7,6
92249,8,10,7.75,4.25
92250,7.5,10,8,4
92251,7.75,7.25,6.25,2.25
92252,7.75,9.25,9.25,3.5
92253,8.25,8,7,2.5
92254,7,8.25,5,5
92255,7.5,9,8.75,3.25
92256,7.25,9.5,7.25,4.75
92257,6.5,7.25,4.75,1.5
92258,7,9.5,7,5
92259,7,9.75,6.75,5.5
92260,8,9,8.25,2.5
92261,7.25,8.25,7.75,2.5
92262,7.25,9.75,5,5.5
92263,7.5,9.25,4.75,5
92264,7.25,9.75,7,5.75
92265,7.25,9.75,6.75,4.75
92266,8,9.25,8.75,2.75
92267,8.75,9.5,9.25,5
92268,6.75,9.5,5,5.75
92269,8,9.75,8,6.75
92270,8.5,10,7,2.75
92271,7.25,9,7.25,3.25
92272,7,9,5,3.75
92273,8.5,9.75,7.75,5.25
92274,7.5,8.5,7.25,1.5
92275,7,9.75,8,3
92276,6.5,9,5,1.75
92277,7.5,9.75,7.75,3.25
92278,7.25,10,7.25,7
92279,7.25,8.5,7,3
92280,7.25,9.75,8,3.25
92281,8.25,9.5,7.25,6.25
92282,8,10,7,3.5
92283,8,9,7.5,3
92284,7.75,9.5,7.25,3.25
92285,8,8.5,6.75,3
92286,8,9,7.25,3.25
92287,7.25,9.5,7.75,2.75
92288,8.25,9,7.5,4.25
92289,7.75,10,7.75,5
92290,7.5,8.75,8,2.5
92291,7.75,9.5,7.75,2.25
92292,8,10,8.5,5.25
92293,7.25,6.75,7,2
92294,7.75,9.25,6.75,3.5
92295,7.5,9,7.75,3.25
92296,8,9.25,7.75,3
92297,7,8.5,7,2.75
92298,8.25,7.75,5.25,1.75
92299,8,9,8,2.25
92300,7,9.25,7,4
92301,7.75,9.75,8.75,4.75
92302,7.5,8.75,5.5,4.5
92303,8.25,9.25,7.5,4
92304,7,9.25,7.75,4.5
92305,6.25,8.5,7.75,2.5
92306,7.25,8.25,5.75,3.5
92307,8,9.5,7.5,3
92308,8,9.25,4.25,3
92309,8.25,9.25,8,4.25
92310,8,9.75,8,4.25
92311,7.75,10,5.5,5.5
92312,6.75,9.25,4.25,3.75
92313,7.5,9.25,7.25,2.75
92314,7.75,9.75,7,1.75
92315,7.25,8,5.5,2.5
92316,7.75,9.25,6,4.5
92317,7.75,9.75,7,4
92318,8,9.5,6.25,2.75
92319,8,8,7.75,4
92320,7.25,8.5,9,1.75
92321,8,9.5,6.75,4.25
92322,8,9.75,7.5,6
92323,7.5,8.75,8.5,5.75
92324,7.25,8.75,7.75,3.5
92325,7.75,7.75,7.25,3.75
92326,8,9.5,4.25,2.5
92327,6.75,9,7,4
92328,6.75,10,8.75,6
92329,6.5,8,4.5,3
92330,7.75,8.5,7.25,2.75
92331,7.5,7.75,6.5,3.25
92332,7.25,7.5,6,2
92333,7.25,9.5,7.75,1.5
92334,7,9.75,6.25,5
92335,6,7.75,6.75,3.25
92336,7.5,8.5,6.25,2.25
92337,6.5,9.75,7.75,4
92338,7.25,10,6.25,4.25
92339,7.5,8.25,6.75,2
92340,6.75,8.75,7.25,3
92341,7.25,9,6.5,4.75
92342,6.25,8.5,7.25,1.75
92343,7.5,9.5,7.25,3
92344,8.25,9.75,7.5,4.75
92345,7.75,9.5,6.25,3.75
92346,5.5,9.25,5,4.75
92347,7.75,10,8.25,5.75
92348,8.25,9.75,8,5.25
92349,8.5,9,8.75,3.5
92350,7,8.75,6,4
92351,8,9.75,8,4.25
92352,8.25,9.25,4,3
92353,8,9.75,8.25,4.75
92354,7.5,9.25,7.75,3.25
92355,8.5,9.75,6.75,2.5
92356,7.5,9.25,8.5,2.75
92357,7.25,9.5,7.25,3
92358,8.25,9.75,7.75,5.25
92359,8,9.25,6.75,2.75
92360,8.5,9.25,8.5,3.75
92361,8.25,9,8.25,3
92362,8.5,9.5,7.75,4.75
92363,8.5,9.75,8.25,5.5
92364,8.5,10,9.5,4.25
92365,8,9.25,7,2.25
92366,8.5,10,7.75,5
92367,8.5,9.5,7.25,2
92368,8.25,9.75,8.5,4.5
92369,8,9.5,7.5,3.75
92370,8,9,7.75,3.25
92371,8,9.75,8,4
92372,7.75,9.75,7.5,5.75
92373,8.25,10,7.75,5.5
92374,7.75,9.5,7.75,2
92375,7.5,10,7.5,2.5
92376,8,8.5,5.75,2.5
92377,7.5,9.5,8.5,4.25
92378,7,5.5,7.25,1.25
92379,8,9.75,8,5
92380,6,9.5,2.25,7.25
92381,8,10,6.75,3.5
92382,8.75,10,9,5.75
92383,7.5,9,4.5,3.75
92384,7.25,9.75,8,3.25
92385,8.5,9.75,7.75,5.75
92386,7.75,9.75,7.5,6.5
92387,7.25,6.75,5.25,2
92388,7.25,9.5,5,5
92389,7.25,9.25,5.5,2
92390,8.5,9.5,8,3.75
92391,8.75,9.5,8,5
92392,7.5,9.25,7.5,3.25
92393,7.75,9.75,7.25,6.75
92394,8.5,8.5,6,3
92395,7.25,8.25,6.5,2.25
92396,8.5,9.75,8,3.25
92397,7.25,8.75,6.25,2.25
92398,8.25,9.75,8.5,3
92399,7.25,8.5,5.5,2.5
92400,8.25,10,7.5,4
92401,6.25,7.75,6,1
92403,7.75,9.25,7.25,2.25
92404,6.5,8.75,6.25,2.75
92405,8.25,10,8,4.5
92406,7.5,9.75,6.75,7
92407,8.25,9.5,7.75,5.5
92408,7,9.75,7.25,4.25
92409,8,9.75,4.75,6.5
92410,7.75,9.75,8.75,4.25
92411,7.25,9.5,6.75,5
92412,7.5,7.75,7.75,4
92413,7.5,9.5,6,2.5
92414,7.75,10,8.5,3.5
92415,7.75,9.5,7.75,3.25
92416,7.5,9,7.25,1.25
92417,8,9.25,6.25,4
92418,7,9.75,7.75,4
92419,7.25,9.25,8,2.75
92420,7.5,9.75,7.25,3
92421,7,9.25,7.5,6.5
92422,8,9.5,8,3
92423,7.5,9.75,6.25,5.25
92424,7.75,9.25,5.75,3.25
92425,7.25,9.5,6.25,4.5
92426,8,9.25,8.75,3.75
92427,8.25,9,7.25,2
92428,7.25,9.5,5.5,4.5
92429,8,9,6.5,3
92430,5.75,9,8.5,5.5
92431,7.75,9,5.75,2.25
92432,7,9.25,7,3.75
92433,7.75,9.25,8.25,5.5
92434,8.25,10,6.75,4.5
92435,7.5,9,6.5,3.25
92436,7.5,10,6.5,5.25
92437,8.25,9.5,8.5,4.5
92438,7.25,8,7.25,1.75
92439,6,8.75,7.25,3.75
92440,7.75,9.25,8.25,3.25
92441,7.25,8.75,6.25,3.25
92442,7.75,7.75,6.25,1.25
92443,8.25,8.25,6.5,2
92444,8.25,9.75,8,5.5
92445,7.25,9.5,7.25,5
92446,7.75,9.25,8.25,4.75
92447,7.5,8.25,6.25,2.25
92448,8,9.25,7.25,3.5
92449,7.5,10,7.5,2.5
92450,7.75,8.5,8.25,2
92451,6.5,9.25,7.25,5.75
92452,8,9.75,7.5,3.5
92453,8,8.75,7.25,1.75
92454,7,7.75,4.5,3
92455,8.5,9.75,8,4.5
92456,7.5,9.5,6.25,2.5
92457,7.25,9.5,6.25,4.75
92458,8,9.25,8.75,2.5
92459,6.75,9.5,6.5,4
92460,7.75,10,6,3
92461,8,9.5,7,3.5
92462,8.25,9.25,6.5,4.25
92463,8,10,7.5,5.75
92464,7.75,9.25,7.5,4.25
92465,8,8.25,7.25,2
92466,7.5,9.5,8.75,5.25
92467,8,10,8.25,3.25
92468,8,10,6.75,4.25
92469,6.5,7.25,5.5,3
92470,7.5,10,7.25,4.75
92471,7.75,9.25,4,4.25
92472,7,7.75,6.25,2
92473,8,9.5,7.5,2.75
92474,7.5,9,5,2.75
92475,8,9.75,6.5,4.25
92476,7.5,9.75,7.75,3.5
92477,8.5,10,8.75,3.5
92478,8,9.25,6.75,2.75
92479,6.75,9,7,5.75
92480,7.25,10,6,6.25
92481,8.25,9.5,6.5,3
92482,8,8.25,5,3.75
92483,7.5,8.5,6,2.25
92484,8,9,7,4.5
92485,8.5,9,5,4.5
92486,8.5,10,6.5,5
92487,7.5,9.75,6,6
92488,8,9.5,5.75,3
92489,7.25,9.5,6.5,4.5
92490,7,8.5,6,2
92491,8,9.75,8,2.5
92492,6.75,9.25,6.5,7.75
92493,7.75,9.75,7.75,4.75
92494,7.5,10,7.5,5.5
92495,6.25,8.75,7,3.25
92496,8.25,9.75,8.5,7
92497,7.75,9.25,7.25,3
92498,7,9.5,6.25,5.5
92499,7.75,9.5,6.75,4.5
92500,7.75,9,7.25,2.5
92501,8,9.5,7,3.75
92502,8,9.75,7.75,2.25
92503,7.5,9,6.75,4
92504,8,9,7.25,3.25
92505,7.25,9.5,8,7.25
92506,7.25,10,6.75,5.75
92507,6.5,9,6.5,3.25
92508,7,8.5,8.25,3
92509,7,9.25,8.5,5
92510,6.75,8.75,7.25,3.5
92511,8,9.75,8.25,4.25
92512,8.25,9,6.75,2.75
92513,6.25,9.75,6.25,3
92514,8,9.25,8.5,2
92515,7.25,10,7,3.25
92516,7,7.25,5.5,3
92517,7,8.5,8.5,2.5
92518,7.75,9.5,7.25,4
92519,6.5,8.75,7.25,3.5
92520,7.75,9.75,8,6
92521,7.75,9.5,8,3.75
92522,7.75,10,7,6
92523,7.25,9.75,7.75,1
92524,7.75,9.5,7,5.5
92526,8,10,6.5,4
92527,7.5,9,6,1.5
92528,7.5,9,5.5,3.75
92529,7.5,8.5,7.75,3.25
92530,7.5,9.25,7.25,2.75
92531,7.25,8.25,6.25,2.25
92532,7,10,6.5,6.25
92533,7,9.5,7.25,2.75
92534,6.5,9.5,7.25,3.25
92535,7.75,8.5,7.5,2.75
92536,8,9.75,7.25,5.5
92537,8,10,8.25,6.25
92538,7,9.25,6.5,2.5
92539,7.5,6.75,5.5,2
92540,7.5,7.5,6.75,2.5
92541,7.75,9.25,6.75,3.5
92542,7.5,9.25,7.25,3.75
92543,6.25,9.5,5.25,3
92544,7.5,10,6.75,6
92545,7,7.5,4.5,1.25
92546,8,9.5,8,4.5
92547,8,9.75,6.5,3.75
92548,7.5,9,5.75,3.25
92549,6.5,9.25,8,3
92550,8.25,8.5,7.5,2.5
92551,8,9.5,7.25,3.25
92552,7.5,9.5,5.75,5.5
92553,7.75,9.5,8.75,3.25
92554,8.25,9.5,8,2.5
92555,7.25,9,5.75,5.5
92556,8.25,9.5,7.5,5.25
92557,7.5,8.5,5.75,1.75
92558,7,9,5.25,2
92559,6.25,9,8,2.75
92560,8.75,9.5,7,4.75
92561,7.25,8.5,7,2.25
92562,8,10,7.75,3.25
92563,8,9.75,8.25,3.75
92564,7.75,9.25,8.5,3.25
92565,6.75,9.5,7.25,4
92566,8,9.5,7.25,4.75
92567,8.25,9.75,7.25,3
92568,8.25,9.75,7.75,4.25
92569,7.5,9.5,5.25,2.75
92570,7.25,8,5.25,2.25
92571,8.25,8.75,7.5,3
92572,6.5,9,7,4.5
92573,7.5,10,5,3.75
92574,8.25,8.75,5.5,2.75
92575,8.25,9.75,7.75,2.75
92576,7.75,8,7.75,2.5
92577,7,9.25,8.5,4.25
92578,8.25,9.75,7.75,2.75
92579,7.75,9.75,7.25,5.25
92580,8,10,8.75,4.5
92581,8,9.75,7,5.25
92582,8,9.25,7.75,3.25
92583,7.5,10,8,6.5
92584,8.25,10,7,4.75
92585,7,9.25,6.5,3.25
92586,7.5,9.25,7.75,3.75
92587,8,9.75,6.5,4.75
92588,7.25,10,4.75,5.75
92589,7.25,8.5,7.75,2
92590,7.25,9.25,8,5.5
92591,7.75,9,5.5,4.25
92592,7.75,7.25,7.75,1.75
92593,6.75,9.75,5.5,5.25
