"sbd","van","ngoaingu","toan","chuyen"
94417,8.5,9.5,8,6
94418,8.25,9.25,7,7
94419,8.25,10,7.25,6.25
94420,8.5,9.25,7.75,5
94421,8.5,7,6.25,6
94422,8,9,7.25,6.75
94423,8,10,6.5,7
94424,8,8.25,7,4.5
94425,8.25,9.75,7,4.75
94426,7.75,8.5,8.25,5.25
94427,8.25,8,7,5
94428,8.25,9,6.25,4.75
94429,8.5,9.5,8.25,5
94430,8.25,9,7.25,5
94431,8.25,9,7.75,6.25
94432,7,8.25,3.75,3
94433,7.25,7.25,6.25,4.75
94434,6.75,9.25,7.5,5
94435,7.5,8.5,7.5,4.5
94436,7,9.25,5.5,5
94437,7.5,9.5,7.5,5.25
94438,7.75,9.5,8,3.5
94439,7.25,6.75,4.5,5.5
94440,7,7.75,4.75,5.25
94441,7.75,9.5,7.25,6
94442,8,7.75,7.25,5.25
94443,7,8.5,7.25,6.25
94444,7.25,9.5,7.25,6.25
94445,7,6.25,4.5,5.5
94446,7.5,7.25,5.75,5.75
94447,7.75,9.5,6.5,5.5
94449,5.75,6,0.75,4.75
94450,7.25,9.5,8.5,5.75
94451,7.5,9.25,8.5,6
94452,7,9.5,7.75,5.25
94453,7.75,8.5,6.25,6
94454,6.75,7.75,8,5.75
94455,7.5,8.75,7.5,5.75
94456,8.75,7.25,5.75,5.5
94457,7.5,8.75,7.25,6
94458,8.25,9.5,4.75,5
94459,8,7.75,7.25,5.25
94460,7,6.75,6,5
94461,8,9.75,7.75,5
94462,9,8,5.25,6.5
94463,8.75,9.25,7.5,6
94464,8.5,8.75,7.5,6.75
94465,8.5,9,7,5.75
94466,8,9,7.75,6
94467,7.75,8.75,6,4.5
94468,7.5,7.5,5.25,5.25
94469,7.5,10,6.25,6.25
94470,9,8.25,6,5.25
94471,8.25,9.75,8,6.25
94472,7.5,6.25,5,4.25
94473,8.25,8.25,7.25,5
94474,7.75,9.25,7.75,5.75
94475,9,9.25,6,5.75
94476,9,8,7.25,5
94477,7.75,7.5,4.75,5.25
94478,6,8.5,4,4
94479,8.25,8.25,6,6
94480,7.5,7.25,7.25,5.5
94481,8.5,7.5,7.25,5.25
94482,8.75,9,8.25,6.5
94483,8.5,7.5,5.5,4
94484,8.75,7.5,5.75,5.5
94485,8.25,8.25,8.25,4.5
94486,7.75,9.5,7.25,5.75
94487,8.5,8.25,6.75,5.5
94488,8.25,8.25,7.25,8
94489,7.75,7.5,7,5.75
94490,8.5,9,6.5,5
94491,8.25,7.75,8,5.5
94492,8.25,9.5,8.25,6
94493,8.25,9,6.5,6.5
94494,6.75,4.5,4.75,4
94495,7.5,6.25,6.5,4
94496,7.75,8.5,7.5,5.25
94497,8.5,8.5,7.75,5.5
94498,7.75,10,6.75,6.75
94499,7.75,8,6.5,5.75
94500,7.5,8.25,7,4.25
94501,7.5,8.75,5.25,5.25
94502,7,9,8,4
94503,7.75,7.25,8,4.5
94504,8,9.5,6.5,5
94505,7.5,8.5,7.5,5
94506,8.25,7.25,5.75,4.5
94507,8.5,7.75,6.25,6.75
94508,8.25,7.5,7,5.75
94509,7.25,6.5,3.5,5
94510,7.75,9.5,7.75,6.25
94511,7.75,8.5,6.25,6
94512,8.25,8.5,8,6
94513,8,8.75,7.5,4.5
94514,7.75,6,6.25,5.5
94515,8.25,8.75,8.5,6
94516,8.25,7.5,6.25,4
94517,8.75,8.25,8.25,6.25
94518,8.5,9.5,7.5,6
94519,8.25,9.25,7.75,5
94520,7.25,9.25,6.25,6
94521,7.5,9.25,6.75,3.5
94523,8.5,9.75,8,6.5
94524,8,7.25,6,3.75
94525,8,8.25,8.5,6.5
94526,7.75,9,7,5.5
94527,6.5,7.75,5,5.75
94528,7.25,8.75,8,5
94529,7,8.5,6.5,5.5
94530,6.5,8,8.5,5.75
94531,7.25,8,6,5.5
94532,8,9,6.75,6.5
94533,8.25,9.25,8.25,6.75
94534,8,7.25,7.75,4.75
94535,7.75,9.75,4.75,5.5
94536,8.25,8.25,6.75,6.5
94537,7.25,7.25,7.25,3.5
94538,9,8.5,8,5.75
94539,8.25,9.5,8.25,6
94540,6.75,8.75,7.25,4.25
94541,8.25,8.75,6.5,4.5
94542,8.25,4.5,5,5
94543,8,9,5.75,3.5
94544,6.5,9.25,9,5.5
94545,8.25,9.25,8.5,4
94546,8,9,8,6.5
94547,8,9,7,6
94548,7.75,8,6,6
94549,7.25,9.5,7.5,6.25
94550,7.5,8.75,5.75,6
94551,8.25,8.75,8.75,6.5
94552,8.5,7.5,6,6.25
94553,8.25,9.75,8.5,5.75
94554,8.25,8.75,6.5,4.25
94555,7.75,8.25,6.25,5
94556,8,9.25,6.75,7.25
94557,8.5,9,8,6.75
94558,8.25,9.75,8,4.75
94559,8.25,6,5.75,5.5
94560,7.75,8.75,7.75,4.25
94561,7.5,7,5.75,6.25
94562,7.75,7,7.5,5.5
94563,7.75,9.25,6.75,6
94564,7.5,8.25,4.5,5.25
94565,7.75,8.25,6.5,6.25
94566,7.75,8.25,6.25,5.25
94567,8.5,5.25,6.75,6.75
94568,7.75,9.5,8,6.75
94569,8,8.25,7.75,5
94570,7,7.75,5.75,4.5
94571,7.75,8.5,8.25,4.5
94572,8,9.25,7.75,4.75
94573,7,7.5,4.75,6
94574,7.5,8.75,7.25,4.75
94575,8.5,9.5,8,5.75
94576,7.75,9,5.75,4.5
94577,7.75,9.5,7.25,4.25
94578,7,7.75,7.25,4.75
94579,8,8.5,6.75,4.5
94580,8,9.5,7,5.25
94581,7.5,7.25,7,5.5
94582,7.75,5,4.75,4.75
94583,7.5,7.25,5.25,5.25
94584,7.5,8.5,6,3.5
94585,7.75,7,5.75,5.75
94586,8,8.25,5.75,5.5
94587,8.75,7,6.25,6.5
94588,8,9.75,7.25,4.75
94589,7.5,9.25,4.25,4.75
94590,8,8.5,8.25,5.25
94591,7.5,7,6,4.5
94592,7,4.75,3.25,4.75
94593,6.75,7.25,7.25,2.25
94594,8,8.25,7.5,5
94595,7.5,9.25,6.75,6
94596,7.75,9.25,8,4.5
94597,8,8.5,4.25,4.25
94598,6.5,8,5.75,4.25
94599,6.75,7.75,6.5,5.25
94600,7.5,6,5.25,6
94601,8,8.25,6.5,5.75
94602,7,8,5.25,6.5
94603,7.75,8.5,6.5,5.75
94604,7.75,9.75,6.75,4.5
94605,7,8,6,4.25
94606,6.5,7.25,5.75,5.5
94607,7,8,6.25,6.5
94608,8.25,8.75,6,5.75
94609,7.75,8.5,6.25,4.5
94610,7.5,8.75,3.75,6.5
94611,7.25,8,6,6.75
94612,8,9,9.25,6.5
94613,8,6.75,5.75,4.75
94614,7,9.25,6.5,5.5
94615,7.75,8.75,7,6.5
94616,8.75,9.25,5.75,6.25
94617,7.75,7.5,7,4.5
94618,7.75,7.5,5.75,6.5
94619,7,7.25,5.5,4
94620,6,8.5,4.25,4.75
94621,7.75,10,7,5.5
94622,7,6.75,3.75,6
94623,7.75,9.5,7.75,7.75
94624,8,8.25,7.5,6.5
94625,8,8,7.25,4
94626,7.75,7.25,6,6.75
94627,7.75,8.25,6.75,7
94628,8.25,6.75,6.5,6.5
94629,8,9,7.75,6
94631,8.25,9.25,7.25,5.5
94632,7.25,8,6,5.25
94633,7,7.5,7,5.25
94634,8,8.75,7,6
94635,8.5,8.25,7.5,5.5
94636,8,8,6.25,5.5
94637,8,8.25,5.75,6
94638,7.5,6.75,4.5,4.5
94639,8.25,9,6,5
94640,7.75,9.5,7.75,7
94641,7,8.75,7.25,6
94642,6.75,8.75,8.75,5
94643,7,8.25,5.5,5
94644,8,10,7.75,7
94645,8,8.75,7.5,4.5
94646,7.75,9.5,5.5,6
94647,8.25,8.5,8.25,5.5
94648,7.25,8.25,7.5,4.25
94649,8.5,9.25,7.25,7
94650,7.75,6.5,4.25,3.25
94651,8.25,8.75,6.75,4.25
94652,8,9.25,7.5,4
94653,8.25,9,7,3.5
94654,8.25,9.25,7.5,3.5
94655,9,7.5,5.25,1.5
94656,7.75,9.25,4.75,5
94657,7,9.5,5.75,3.25
94658,6.75,9,8,1.25
94659,8.5,9.5,6,4.25
94660,8.5,8.5,6.75,1.75
94661,8.5,7.75,6.25,3.25
94662,8.25,9.75,7,5.5
94663,7.75,9.25,7,2
94664,8.75,9.75,8,2.75
94665,8.5,10,5.5,4.25
94666,8.25,8.75,6.75,2.5
94667,8.5,8.25,6.5,2.5
94668,7.25,8.5,3.5,2.25
94669,7.25,9.5,5.75,2.5
94670,7.75,9.5,8,3.25
94671,7.25,10,5.75,3.75
94672,8.5,9.75,7.5,3.5
94673,8.75,9.75,8.25,3.75
94674,7.75,9,4.5,2.25
94675,8.5,9.5,7.25,4.75
94676,8,8.75,7.5,2.25
94677,7.25,9,8.5,5
94678,7.25,7.25,7.25,1.75
94679,7.5,9.5,5.5,3
94680,7.25,7.75,7,2.25
94681,8.75,9.25,6,3.5
94682,8,9.25,7.25,2.5
94683,7.25,8.25,8,3
94684,7.5,9,8,2.5
94685,7.25,9.75,7,4.25
94686,7,7.5,3.5,1.75
94687,8,9.75,8.5,6
94688,7.75,9,6,3.5
94689,7.25,10,8.5,2.75
94690,6.5,9.75,6,5.5
94691,7.5,9.75,7.75,5.25
94692,7,9.25,7.25,2
94693,8.25,9.75,6.25,4.5
94694,7.25,9.5,5.5,6
94695,8,10,6.75,6.25
94696,8.5,9,6.25,2.75
94697,7.75,9.75,8.25,4.5
94698,8,8,7.5,1.75
94699,8.25,8.5,6.25,2.25
94700,8.25,9,7,6.25
94701,7.5,8.75,6,2.5
94702,7.75,9.5,8.25,1.5
94703,7.25,9.75,8.25,2.75
94704,8,9.75,7,4
94705,7.75,9.25,6.5,4.75
94706,7.5,9,7.75,2.75
94707,7.5,10,6,3.25
94708,7.5,9.5,5.25,2.75
94709,7.75,9.25,7.75,2
94710,6,9.5,8.75,1.5
94711,7.5,8,7,1.25
94712,7.75,9.25,7.25,2.75
94713,7,9.5,8.75,4.5
94714,7.25,10,7.5,4.25
94715,7.75,8.75,5.25,2.75
94716,7,9.25,6.75,1.75
94717,7,9.5,7,3.5
94718,7.5,7.5,6.25,3
94719,6.5,8.25,6,2.25
94720,7,10,6,7
94721,7.5,9.5,4.75,4.75
94722,7.75,9.5,7.25,5.75
94723,6.75,8.25,6,1.75
94724,7,9,6,2
94725,8.25,9.5,8.5,3.75
94726,7.75,9.75,5.5,3.5
94727,7.25,8.5,5.5,3.25
94728,8.25,10,7.75,5.25
94729,8.25,8,5.25,2.25
94730,7.75,8.75,5.5,4.75
94731,7.75,9,6.75,3.75
94732,8.5,9,7.25,3.25
94733,7.75,8,3.25,1.5
94734,7.5,10,8,3.75
94735,7.75,9.75,8.75,2.5
94736,8.5,9.75,7.75,5.75
94737,7,8.5,7.25,5
94738,7.75,8,6,2.25
94739,7.75,9,5.5,2.25
94740,8,9.25,7,3.75
94741,7.5,9.5,4,5.25
94742,8,9.25,5.5,3.5
94743,7.25,9.25,6,3.75
94744,8.5,9.75,7.25,6.75
94745,8.5,10,8.5,3.5
94746,8.25,9.25,6.75,3
94747,6.5,9.75,5.5,4.5
94748,8.25,8.75,7.5,1.75
94749,8.25,7.75,7.75,2.25
94750,8,9.25,6.75,5.25
94751,8,9.5,6.75,4.25
94752,7.75,10,7.25,4.25
94753,7.25,9,4,2
94754,7.25,6.75,4,1.25
94755,7.5,9,6.25,2.25
94756,6.75,8.25,5.5,2
94757,8,9.25,7,1.75
94758,6.5,9.5,7,3
94759,6.75,9.75,5.5,2.75
94760,7.5,9.75,6.75,6
94761,8,9.25,8,3.75
94762,7.5,9.5,7,5
94763,7.75,10,6.75,4.5
94764,6.75,7.5,5,1.5
94765,6.25,9,4.5,4
94766,7.25,7.75,3.75,2
94767,7.25,9.5,8,3
94768,7.75,9.75,7.25,2.75
94769,7.75,9,6,2.25
94770,6,9.75,5.5,2.25
94771,7.5,8.75,5.75,2.5
94772,8.25,9.75,8.5,5
94773,8.5,9.75,6.5,4.5
94774,7,9.5,7.5,5
94775,7.5,9.75,8.75,5.25
94776,7.5,8,8,1.75
94777,7.5,9,7,2.75
94778,7,10,6.25,3
94779,8.75,9.75,6.5,3.25
94780,8.5,8.25,4.75,2.25
94781,7.5,9.75,7.25,4
94782,8,9.5,6.75,6.5
94783,8,9.75,5.25,3.25
94784,8.25,9.25,6.75,5
94785,7,9.5,8.25,7
94786,7.75,9.75,6.25,2.5
94787,7.5,8.75,5,2.75
94788,7.5,9.75,8,4.75
94789,8.75,9.5,7.75,3.5
94790,8.25,9.25,7.75,3.25
94791,7.75,9.5,7.5,4
94792,8,9.25,5.5,2.75
94793,8,9,8.25,3
94794,8,9.25,7.25,3.5
94795,7.25,6.5,6.75,1.25
94796,8.25,9.5,7.25,3.5
94797,8,9.75,4.75,4.75
94798,6.25,7.75,5.75,1.75
94799,7.75,8.75,7.25,2
94800,7.5,9.5,8,4.75
94801,8.25,9.5,8,2.25
94802,8,9.5,6.75,3.25
94803,7.25,8.75,7,3.25
94804,7,9.25,7,3
94805,8,9,6,2.25
94806,8.25,8.25,6,2.25
94807,8.25,8.5,7.5,1.5
94808,6.25,9.75,5.5,3
94809,8.5,9,6.5,2.25
94810,7,7.5,6.5,1.5
94811,7.25,7.5,6,1.5
94812,6.75,9.5,7.5,3
94813,8.25,9.75,6.25,2.75
94814,6,8,5.75,3
94815,8.25,8.5,6.25,2
94816,6.25,9.75,4,4.5
94817,6.25,8.5,6,2
94818,6.5,7.5,6.75,1.25
94819,8,7,7.25,2.5
94820,7,7,5.25,1.5
94821,7.25,9.5,6,2.75
94822,7.5,6.75,8,1.5
94823,7.75,8.5,5.5,2
94824,6.5,6.5,7.5,2
94825,8.5,9.25,6.25,4
94826,7.5,9.5,6.25,3
94827,8.5,9,5.5,1.75
94828,8.5,9.5,8,2.75
94829,7.5,9.25,5,1.25
94830,7.5,8.5,5,2
94831,6.5,8.5,8.5,1.75
94832,7.5,10,6.75,5.5
94833,6.75,9,3.75,4
94834,7.5,8.25,8.5,2.75
94835,8,9.25,7,2.25
94836,8,9.75,7.75,3.75
94837,8.25,8.75,5.5,3.25
94838,7.75,9,5.75,3.75
94839,8,9,5.75,1.75
94840,7.75,9,7.5,2.5
94841,6.5,9.75,6.75,3.25
94842,7.75,9,6.5,3.75
94843,8,8,7,2
94844,7.5,10,7.75,2.25
94845,7,9.5,6.25,3.25
94846,6.5,8,7.25,2.75
94847,7.75,9.75,6,2
94848,8,9,7.5,2.25
94849,6.75,9,4.5,3.25
94850,7,9.25,7,3.25
94851,8.25,10,8,8
94852,7.25,8,6.75,4.25
94853,7,9.75,5.75,4.5
94854,6.75,9,7.25,1.75
94855,7,9.25,6,2.75
94856,7.75,9.25,7,3
94857,7.75,9.5,7,2.25
94858,7.5,9.75,6.5,3.25
94859,6.75,8.5,6.5,2.25
94860,7.25,10,7.75,4.5
94861,7.25,9.5,5.75,5.5
94862,8,8.75,7,3
94863,8.25,9.75,8,6.25
94864,7.75,9.75,8,3.75
94865,8.5,9.25,7.75,2.25
94866,8.5,9.25,8.5,2
94867,7.5,9.25,5,3.75
94868,8,9.5,7.5,4
94869,7.75,9.5,8,1.75
94870,6,8.5,6.5,2
94871,8.25,10,8,5.75
94872,6.75,9.25,4,2.5
94873,7.5,8.5,6.75,2.25
94874,8,9.5,7.75,3.5
94875,7.75,8.25,6.25,3.25
94876,7,6.75,7.25,1.5
94877,8,9.75,8.5,4.75
94878,7.5,9.25,7,3.75
94879,7.5,9.25,6.5,2.25
94880,8.5,9.25,8,2.5
94881,7.25,8.75,5.25,3.5
94882,8,8.5,7.25,3
94883,7.5,8.25,5.5,2
94884,8.25,9.75,7.75,4.5
94885,7.5,9,6,2.5
94886,8,9.5,7.75,3.25
94887,7.5,6,5.5,1.5
94888,7.5,9,7.25,3
94889,7.25,10,7.5,5.25
94890,8.25,9.75,8,4.5
94891,7.5,9,7.25,2.75
94892,6.5,8.5,6.75,2
94893,7.25,9,5.5,2
94894,6.75,8.75,6.75,1.5
94895,8.75,9.75,6.75,2.25
94896,7.75,9.5,5.5,4.25
94897,6.75,9,7.5,2.5
94898,7,9.25,7.25,3.5
94899,8,8,7.75,2
94900,7.75,9.5,8,4
94901,7.75,9,7,1.75
94902,7,9.25,6.5,2
94903,7.5,8.25,6,2.5
94904,8,9.25,7,3.25
94905,7.5,10,8.25,4.25
94906,8.25,9,8.5,3.25
94907,7,9.25,6.5,2.75
94908,8,9.25,8.25,2.5
94909,7.5,9.5,6.25,3.75
94910,8,9.25,7.25,3.5
94911,6.75,8.5,7.25,2.5
94912,8.75,9.5,8.5,4
94913,8.5,9.5,8,5.25
94914,8.5,10,7.75,4.25
94915,7.25,5.5,7.75,1.75
94916,8,10,6.5,4
94917,7.75,8.25,7,1.75
94918,7.25,9,5.25,2.5
94919,8,8.5,6.75,2.5
94920,7.5,5.5,4.75,1.5
94921,8.25,9.5,7.25,3
94922,8.5,9.5,5,3.5
94923,8.75,7.5,6.5,1.5
94924,7.75,7.75,4,2
94925,8,8,7.25,1.5
94926,7.5,6,4.75,1
94927,7.75,9.25,8.5,7.5
94928,8.25,8.5,8,2
94929,7.5,6.5,6,1.5
94930,7.5,7.5,8.75,6.75
94931,7.5,8.25,4.75,5
94932,6.5,3.75,6.25,1.5
94933,7,8.25,7.5,6.25
94934,7.75,8.25,7.5,5.75
94935,7.5,8.75,6.25,6
94936,6.5,8,7.25,4.5
94937,8,8,7.75,1
94938,8,7.25,7.5,2.25
94939,7.75,7,6,2.5
94940,8,8.25,7.25,6.5
94941,7.75,8,8,5
94942,6.75,6,5,3.5
94943,8.25,8.75,8.25,5.5
94944,6.75,9,7,0.5
94945,7.5,9.25,8.5,8.75
94946,7.75,8.5,8,7.25
94947,8.5,10,8.75,9.75
94948,7.5,9.75,7.5,1
94949,7.75,7.25,7.75,3.5
94950,6.5,10,6.75,4.5
94951,7.25,9.25,6.75,8.5
94952,7.25,7.75,7.5,4.5
94953,7.5,5.25,7.25,5.25
94954,6.75,7.5,6.5,2.75
94955,6.75,5.5,4.75,4
94956,7.5,10,6,2.75
94957,7.5,8.5,7,4.5
94958,8.5,6.25,4.75,2.5
94959,6.75,7.75,6.75,2.75
94960,7.75,9.5,6.5,6.5
94961,6.75,7.5,8,1.5
94962,7,9.25,8,6
94963,7.25,10,7.5,6
94964,7.5,6.75,6,2
94965,8.25,7,6.25,0.75
94966,7.75,8.25,6.75,3
94967,8,9.5,6,6
94968,6.75,9.25,6.5,3.5
94969,7.25,7.75,7,3.75
94970,7.25,7,7.25,2.25
94971,7.25,10,8,3.75
94972,7.5,9.25,6.5,7
94973,7.75,8,7.75,5.5
94974,7,8.5,7.75,5.5
94975,8,5.5,7,1.75
94976,7.75,6.75,5.25,1.5
94977,8.25,9.25,7.75,5
94978,8,7,4.25,2
94979,7.75,8,6.75,3.25
94980,7.75,9,8.75,7.25
94981,7.25,8.5,6.25,4.75
94982,7.5,9,7,6.25
94983,8.25,9.25,6.75,2.5
94984,7.75,7.75,7.25,6.25
94985,8,7.75,6,2
94986,7.5,9.5,8.75,8.25
94987,8.25,7.75,6,3.75
94988,8,7.75,5.75,2.25
94989,8.5,9.25,6,4.25
94990,8.25,6.75,5.5,5
94991,8,8,6,4
94992,9,7,6,3.5
94993,8.5,9.25,8.25,4
94994,8,8,5.75,1.25
94995,8.75,6,6.5,4
94996,7.5,8.75,7.75,8.5
94997,8.5,10,8.75,9.5
94998,7.25,9.5,7.75,4.75
94999,7.25,5.5,7.5,7
95000,7.5,8.25,5,1.75
95001,7.25,9.75,6.5,5
95002,7.5,7.25,8,3.25
95003,7.5,8,5.75,6
95004,7.5,9.5,6,4.75
95005,7.75,9.25,7,1.75
95006,7.25,9.25,8,8.5
95007,7.25,8,4.75,1.25
95008,6.75,9,6.5,2
95009,7,8.75,4.5,2.5
95010,7,8,8.25,2.5
95011,7.25,3.75,6.75,3.25
95012,6.75,7.5,7,2.75
95013,7.25,4.75,5,1
95014,8,8.75,8,4.5
95015,8,9.25,7.75,6.25
95016,7.75,9.75,7.5,6.5
95017,8,7.75,8.25,4
95018,8,8,6.25,6
95019,8.25,9.25,7.25,6
95020,7.25,5,5,4.25
95021,7.25,4.75,5.5,3.5
95022,5.75,6,8,5.75
95023,7.75,7.25,5.75,5
95024,7.5,8.5,7.25,4.25
95025,7.5,8.25,8.75,7.25
95026,7.5,7,6.5,5.25
95027,6.75,8.5,6.25,2.25
95028,6,6.25,5,3.75
95029,7.5,7.75,5.75,4.75
95030,7.5,7.25,6.75,1.25
95031,7.5,4.25,5.5,3.25
95032,8,7.5,7.5,7.5
95033,6.25,9,7.25,8
95034,7.75,8.75,7,4.75
95035,7,7.75,8.5,3.75
95036,7,8.25,7,3.75
95037,7,8,6.25,3.75
95038,6.75,9.25,7,3.75
95039,7.5,9.5,8.25,4.25
95040,6,9.25,5.75,4.5
95041,7.25,8.25,6,3.5
95042,7,8,7.75,4.75
95043,8,8.75,7.25,2.75
95044,7.75,6.5,6.25,5.5
95045,6.75,5,7.25,3.25
95046,7.75,8,7.25,4.75
95047,7.5,9.25,8,5.25
95048,8.25,9.25,8,6.25
95049,8.5,7.75,7.25,1.5
95050,7,8.75,8.75,7.75
95051,7.25,7,3.75,1.25
95052,7.75,8.25,8.75,6
95053,8,9.75,8,6.75
95054,7.5,8,7.5,8
95055,8.25,9.25,8.25,6.25
95056,7.75,9.5,6.75,8
95057,7.75,10,7.75,6
95058,8.5,9.75,8.25,4
95059,6.5,9,5.75,4.25
95060,6.25,7.5,7.75,6.5
95061,5.75,7,6.25,4
95062,6.5,7,7.25,6.5
95063,7.75,7,7.25,5
95064,7.25,9.5,8.75,5.75
95065,7,7.25,7.5,4
95066,7,7.75,8,6.25
95067,8.25,7.75,6.5,5
95068,8,9.5,8.5,5.5
95069,7.5,9.25,7,4.75
95070,7.75,7,8,6
95071,7,9.5,8.5,7.5
95072,7,8.75,8,3.5
95073,8,7,8,10
95074,7.5,8.5,8.25,6
95075,7.5,8.25,8.25,7.75
95076,8.25,7,5.25,2
95077,7.75,9.25,7.25,5.75
95078,7.75,8.25,8.5,7.5
95079,6.5,9.75,8.75,10
95080,6.75,8,7.75,4
95081,7.75,8.75,6,5
95082,8.5,8.5,7,1
95083,6.75,7.25,7.25,4
95084,6.25,6.75,8,6
95085,7.5,8.75,7,2.75
95086,7,4.25,4.5,2
95087,7.75,8.75,7.25,2.25
95088,8.5,8.75,8.75,8.25
95089,7.75,9,9,5
95090,7.25,8.5,8,3.25
95091,6.75,6.5,6,4
95092,7.75,7.75,5.75,1
95093,5.75,9.5,8,5.25
95094,6.75,7.25,6.75,4.25
95095,7.75,9,7.75,5
95096,7,7.5,7.75,6.25
95097,8.25,7.25,7.5,4.25
95098,8.75,9.25,8.5,6
95099,7.25,8.5,8.25,5
95100,8,9.75,8,6.25
95101,7.5,6.75,7.5,2.75
95102,7.75,9.75,5.75,4.25
95103,8,8.5,6.75,5
95104,7.75,7.75,5.75,3.25
95105,8,5.75,4.75,1.75
95106,8,8.75,7.5,5.75
95107,7.5,8.75,7.5,5.25
95108,7.5,9,7.75,5
95109,7.75,8.25,8,0.75
95110,7.25,7.25,6.5,1.5
95111,7.5,8,7.5,6.5
95112,6.5,5.5,5.25,4.75
95113,6.5,8.25,7.25,0.75
95114,7,8.25,6.75,5.5
95115,7.5,9.75,6.5,3
95116,7,7.75,6.5,0.75
95117,7.5,6.75,6.25,1
95118,6.75,7,4.25,1.5
95119,7.25,5.75,5,5.25
95120,7.5,9.5,6.5,4.25
95121,7,9.25,7,3.75
95122,7.25,7.5,6,2.75
95123,6.25,8.5,6.75,2
95124,6.75,8.25,7,3.75
95125,7,7.5,4.5,3.25
95126,7.75,8,5,1.75
95127,7.5,5.75,4.75,4.25
95128,7.5,7.75,6,4.5
95129,7.75,8.25,8.25,5.75
95130,8,8.25,7,3.5
95131,7.25,5.5,7.5,3.25
95132,7.25,7,7.75,4.25
95133,6.5,6.25,7.5,4.75
95134,8,8,5.75,5
95135,7.75,8,7.5,4.75
95136,7,8.75,3.75,1
95137,7,7.75,7.75,2.5
95138,7.25,7.25,5.75,4.25
95139,7,7,8.75,3
95140,8.5,6.5,6.5,3.25
95141,6.75,5,7.25,1.5
95142,7.25,5.75,4.5,1.75
95143,8,7,7,4.25
95144,7.5,8.75,7.75,3.5
95145,6.5,9,6.5,1
95146,7.5,8.75,7.5,0.75
95147,7.75,5,6.75,2.75
95148,6.5,7.5,6.25,0.5
95149,8,8,6.25,4.25
95150,7.5,8.5,4.75,3.5
95151,7.5,7.75,5.5,4.25
95152,8,9,8,7
95153,7.25,7.5,4.25,2.75
95154,7,5.75,6,5
95155,7.5,7,5.5,4.5
95156,7.5,8.75,7,4.5
95157,8,9,8,5
95158,7.25,7.75,4,2.25
95159,8,9,5.5,6
95160,7.5,8.25,6.25,1.25
95161,7.75,8.5,7,2
95162,7.5,6.25,6,3.25
95163,8,6,4.5,2.25
95164,8.5,8,5.5,5.5
95165,8,8.5,6.75,3.25
95166,7.5,8.25,5.75,3
95167,8,8,6.75,2
95168,7.75,8.75,6.75,5.75
95169,8,9,8.5,3.75
95173,7.25,9,6.5,0.75
95174,8,5.25,6.5,0.25
95175,8.25,9.75,7.75,2.5
95176,6,6.75,7.5,1
95177,7.5,8.25,8.5,2
95178,8.25,8.5,9,2
95179,7.75,8.75,8.25,1.75
95180,7.5,8.25,8,1.5
95181,6.75,8.5,7.5,1.75
95182,7.75,9.75,8.25,2.25
95183,6.75,8.25,9.25,3
95184,7.25,9.5,7.25,1.5
95186,7.5,8.25,9,1.25
95187,8.5,8.75,7.75,3.25
95189,8.5,8.75,8.75,2.25
95190,6.75,7.75,6.5,0.25
95191,8.5,8.75,6.75,1.5
95192,8.75,9.75,9.25,3
95193,7.75,5.75,8,0.5
95194,8,7.5,7.75,0.75
95195,6.75,9.25,9,1
95196,8.25,9.75,8.75,3
95197,6,9.75,8.25,5
95198,7,8.75,8.5,2.25
95200,8,6.75,7.5,0.5
95201,6.75,5.5,6.5,1.5
95202,8.25,8.25,7.5,2
95203,8.25,9.5,8,2.75
95204,7,8.5,8.75,1.25
95205,8.25,7.5,7.5,0.5
95206,7.75,9.5,8.25,1.75
95207,7,7.75,8.25,2
95208,7.5,6.75,8,0.75
95210,8.5,9.75,8,1.75
95212,8,8.25,9.25,2.5
95213,7.75,8.25,8.5,5
95214,7.5,7.5,7.75,5
95215,8.25,8.25,8.75,2.25
95216,8.25,8.5,7.75,4.75
95217,8.25,9.25,6.5,1.25
95218,7.75,9,8.75,4.5
95219,8,9.5,8,2
95220,8,9.75,8,1.25
95221,7,8.75,8.5,1.25
95222,8.25,8.25,7,2
95223,7.25,8.25,8,0.5
95224,8.25,9.75,10,8
95225,7.75,8,5,0.75
95227,7.5,9.5,7.25,0.75
95228,7.5,8.75,8.25,1.5
95229,7.75,7.25,5.25,0.5
95230,8.5,9.5,8.75,4
95231,8.25,9.5,8,0.75
95232,7.75,7.5,7.75,2.25
95234,7.75,9.75,8.5,3.25
95235,8,9.75,8.75,2
95237,7.5,8.5,8.75,1.25
95238,7.5,9.25,7.75,1
95239,7.75,9.5,8.75,3.25
95240,7.75,8.5,8,0.5
95241,7.25,8.75,7.75,1
95242,7.75,7.25,7.5,3.25
95243,6.75,7.25,7.5,0.25
95245,7.25,8.5,7.5,1
95248,8,9.25,7.25,2
95249,7.75,9,7.75,2.75
95251,6.75,8.25,8.5,1
95252,8,8.25,8.75,1.5
95253,8,9.5,8,2
95254,8,8.75,7.25,1.25
95255,8,9.25,8.5,3
95256,7.5,8.5,7.25,3
95257,8,9.25,8.75,2.5
95258,8,9,8,2
95260,7.75,9,8.25,1.5
95261,7,6.25,8.75,0.5
95264,8,9.25,7.75,1
95265,7.5,8.25,8,2
